score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews
rat5,rat5,rat4,rat5,rat4,,rat5,,rat3,rat5,Anonymous,22 Jan 19,," networking Access to computing services, papers and books etc. Wide range of clubs"
rat4,rat4,rat5,rat5,rat4,,rat1,rat4,rat4,rat3,Rebecca,22 Jan 19,," Maths department nice, modern. Can live in uni accom. all way through degree."
rat4,rat4,rat4,rat5,rat5,,rat3,rat4,rat4,rat4,Nicole,22 Jan 19,, Harder work than I expected- fewer societies as everyone busy working
rat4,rat4,rat4,rat4,rat3,,rat3,rat3,rat4,rat3,William,22 Jan 19,Social Data Science MSc," Great people, lots of fun, learning alot, severely overcrowded. Everything I need, some classrooms are poorly designed. Admin is horrible. Not really checked. It's affordable and the community is good. Not really into these."
rat5,rat5,rat5,rat5,rat5,,rat3,rat5,rat5,rat5,Nicholas,21 Jan 19,," Intellectually very enjoyable with many interesting people and lots of other things to get involved with. Very active careers department with a regular bulletin. Excellent - both academically and for sports, drama, music etc. Lots of close contact with academics as well as personal support. Seems ineffective. St Catherine's College - nice rooms with lots of natural light and quite sociable."
rat4,rat5,rat4,rat5,rat4,,rat5,rat5,rat4,rat5,Alex,21 Jan 19,," Very good, depth of education, although the teaching style seems a bit illogical at times. Could have some uni libraries open later. Very nice, very clean, perfect."
rat4,non_app,rat3,rat4,rat4,,rat3,rat2,rat2,rat4,Daniel,21 Jan 19,," Tough, but meaningful. Not sure. Adequate. Not participating in it. An elevator would be much appreciated in the dorms."
rat5,rat3,rat4,rat5,rat4,,rat3,rat4,rat5,rat4,Jung,21 Jan 19,," Beautiful and spaceful, but lack of convenience (e.g. toilet, basin etc)."
rat5,rat5,rat4,rat3,rat4,,rat2,,non_app,rat5,Miles,21 Jan 19,, Libraries are phenomenal. Sports facilities not so good.
rat4,rat4,rat4,rat5,rat4,,rat2,,rat4,rat4,Andrew,21 Jan 19,Mathematical and Theoretical Physics MSc, Careers service. Never used it but heard a lot about it. Feels disconnected from JCRs and students. Calmer than most cities. Lots to choose from.
rat4,rat4,rat5,rat5,rat3,,non_app,rat3,rat4,rat4,Logan,21 Jan 19,, Course good but hard. Nightlife good. Never used it. Never used it. First year is bad it improves @ Magdalen.
rat4,rat4,rat4,rat5,rat5,,rat4,rat5,rat3,rat5,Tao,21 Jan 19,, Magdalen College has the best accommodation!!!
rat4,non_app,rat4,rat4,rat4,,rat3,,rat5,rat4,Howard,21 Jan 19,Mathematics MSc by Research, It works well I think but I haven't used it.
rat4,rat3,rat4,rat3,rat3,,rat3,rat4,rat4,rat5,Aman,21 Jan 19,, Pembroke
rat4,rat5,rat4,rat4,rat5,,rat1,rat5,non_app,rat5,Anonymous,07 Dec 18,," I've been really impressed by the support given to students by the university (particularly within college) Awful Spacious, safe and really nice environment Massive variety of societies which are a lot of fun to get involved in- something for everyone"
rat4,rat4,rat4,rat3,rat3,,rat2,,rat3,rat4,Clarence,07 Dec 18,, Stressful at times but loads of freedom and vibrant club. Societies scene.
rat5,rat4,rat4,rat5,rat5,,rat5,rat4,rat5,rat5,Anonymous,07 Dec 18,Engineering Science MSc by Research, Internships
rat4,rat3,rat5,rat3,rat3,,rat3,rat3,rat3,rat4,Yasmin,07 Dec 18,," Hopefuly, fingers crossed. Close to lectures. Okay (not as good as London)."
rat4,rat5,rat3,rat3,rat5,,rat1,rat3,rat5,rat1,Anonymous,07 Dec 18,, Stressful Yes Great Not involved Great I'm too lazy
rat4,rat4,rat4,rat5,rat4,,rat4,rat3,rat5,non_app,Anonymous,07 Dec 18,," Counselling service in particular is very good. Don't really do any,"
rat4,rat5,rat4,rat4,rat2,,rat5,,rat4,rat5,Naomi,07 Dec 18,," Fun social side, hard work. I go to Oxford. Small but full of personality"
rat3,rat4,rat3,rat3,rat2,,rat3,rat4,rat3,rat3,Rebecca,07 Dec 18,, Interesting but intense. 3
rat4,rat4,rat5,rat4,rat3,,rat3,rat4,rat4,rat5,Adam,07 Dec 18,," Met great people, learned a lot, found care Well kept and managed"
rat5,rat5,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Maria,07 Dec 18,," It's great :) but stressful. BUT these can vary between bonds. Quite small but the clubs are great. There are so many! And v inclusive, sports, often you need experience."
rat4,non_app,rat4,rat4,rat4,,rat3,,rat4,non_app,Anonymous,07 Dec 18,, Live here
rat3,rat4,rat2,rat5,rat5,,rat4,rat4,rat3,rat5,Anonymous,30 Nov 18,"MSt in Women's, Gender, and Sexuality Studies", Oxford itself has a good name Excellent Really good Good and cheap Loads of options
rat5,rat4,rat5,rat5,rat4,,rat3,rat5,rat4,rat4,Anonymous,30 Nov 18,Political Theory Research MSc," Great, love it! Course content is great!"
rat5,rat5,rat4,rat5,rat5,,rat4,rat4,rat5,rat4,Anonymous,30 Nov 18,, More sociable societies would be better
rat4,rat5,rat4,rat5,rat3,,rat2,,rat4,rat5,Anonymous,30 Nov 18,, Some good training and support but sometimes too intense
rat5,rat4,rat4,rat5,rat4,,rat4,,rat5,rat5,Anonymous,30 Nov 18,," Stunning- great people, great lectures, love the place More because of degree from university Outstanding- World class"
rat4,rat4,rat3,rat3,rat2,,rat4,rat3,rat4,rat4,Anonymous,30 Nov 18,," Beautiful city, lovely people"
rat4,rat4,rat4,rat3,rat4,,rat3,rat3,rat4,rat4,Student Reviewer,12 Jan 18,," Very rewarding in terms of opportunities available and the networking opportunities. Completely unequal, some rooms are huge and have bathrooms and others are tiny"
rat4,rat5,rat4,rat5,rat3,,rat3,rat4,rat5,rat5,Student Reviewer,12 Jan 18,," Hard work, good fun - not much else Networking and degree prestige Excellent Rather uninformed Several seemingly contradictory campaigns Amazing room, showers not ideal Everything you need/not too large or too small You have everything"
rat5,rat4,rat3,rat4,rat5,,non_app,rat4,rat5,rat5,Student Reviewer,12 Jan 18,," The tutors are amazing, Oxford is a fascinating city and LMH is absolutely charming Eleanor Lodge - spacious rooms, small kitchens"
rat5,rat4,rat2,rat4,rat3,,non_app,rat3,rat3,rat5,Student Reviewer,12 Jan 18,International Relations MPhil, Drinking and sports.
rat5,non_app,rat5,rat5,rat3,,rat4,rat3,rat5,non_app,Student Reviewer,12 Jan 18,International Relations MPhil, Overall great experience. TBD Wish we had fast and reliable WiFi Didn't have much of an experience.
rat4,rat5,rat5,rat4,rat4,,non_app,rat4,rat5,rat3,Student Reviewer,12 Jan 18,, Constant emails about job opportunities Only downside is distance from college and social life
rat5,rat5,rat4,rat4,rat5,,rat4,rat3,rat4,non_app,Student Reviewer,12 Jan 18,Economics MPhil," Very good and unique. There are career fairs and much more. Overall, they're good. Both academic and personal supports are provided widely. I don't know much about it, but they work actively. There are some broken facilities that need repair. Oxford is safe, so I enjoy living here."
rat5,rat5,rat5,rat5,rat4,,rat3,rat4,rat5,rat5,Student Reviewer,12 Jan 18,, Had a great 3 years! The careers department is great and employers often come to visit the uni. Really good. Very good but expensive Everything is close together meaning travel is very easy Something for everyone on every level
rat4,rat5,rat4,rat4,rat5,,rat4,rat4,rat5,rat4,Student Reviewer,12 Jan 18,," I've had a wonderful time: I love Oxford and my friends here. It hasn't been without its stress (academic and social) however. There is a really helpful careers service which offer consultations and lot of resources for free. The facilities vary quite a lot from college to college; my colleges gym etc are a bit basic but other colleges have fantastic facilities. Everyone has access to really good libraries etc. Generally my academic feedback has been thorough and helpful. Though the variable nature of the way teaching is organised means that some people have bad experiences. My college offers a lot of welfare support. Many of the activities carried out by the SU elsewhere are undertaken at college level so I haven't really engaged with the SU at all/drawn on its resources. My college JCR is good though. In first year I lived in Wolfson Building in St hildas college. It was adequate but basic - which is typical of first year accom in Oxford. I love Oxford. For me, it is the perfect size for a uni city: there is a lot going on, but simultaneously a palpable uni community. Oxford is a beautiful place to live. I haven't really enjoyed with clubs and societies other than my college boat club but there seems to be a lot on offer."
rat4,rat2,rat3,rat3,rat2,,non_app,rat5,rat3,non_app,Student Reviewer,12 Jan 18,, No idea
rat3,rat5,rat3,rat4,rat3,,rat3,rat5,rat3,rat5,Student Reviewer,12 Jan 18,Magister Juris MJur," Many talks held by law firms and networking events A bit small in college but there's lot to do with the gym Could have more feedback and assistance, but I guess it is more self-directed Charities initiatives are good, but otherwise I don't really know what the SU does. I live in third year accommodation which was recently refurbished - large kitchens, en suit, double bed, bay windows, 3 meals provided, regular cleaning More city-like than anticipated There's really SO MUCH to do"
rat4,rat1,rat3,rat4,rat2,,non_app,rat4,rat5,rat5,Student Reviewer,12 Jan 18,Economics MPhil," Really enjoyed societies, college life, meeting people but course has been disappointing. No effort made Good libraries, terrible sport facilities, okay college facilities Minimal course or college feedback and support, but good counselling service Poor eco-friendly attitude but nice facilities in the centre of town Rowing is great and well supported by the college at large"
rat2,non_app,rat2,rat4,rat1,,non_app,rat4,rat4,rat4,Student Reviewer,12 Jan 18,Economics MPhil, Never talks about the economy - 100% maths
rat4,rat1,rat3,rat4,rat5,,rat3,,rat5,rat4,Student Reviewer,12 Jan 18,Economics MPhil," It doesn't really make an effort Sports are terrible, rest is great doesn't really have a role here Good, except sports facilities"
rat5,rat5,rat5,rat4,rat3,,rat3,rat4,rat5,rat5,Student Reviewer,12 Jan 18,Socio-Legal Studies DPhil, I don't know what they do...
rat4,rat5,rat4,rat5,rat3,,rat3,rat4,rat5,rat5,Student Reviewer,12 Jan 18,," - A first year, had a great time!
- Well organised freshers week  - Excellent careers department, with internship and micro-internships arranged by them
- We are worked hard, I understand why the degrees here are valued globally! Second to none Tutors/feedback - very good, tutorial based
Counselling - haven't had very much experience of this More college-based at Oxford, Oxford SU spend £18k on changing from OUSU to Oxford SU so not sure if that's a good use of funds... St Catherine's College, Old Quad - City is compact but has everything
- Nice to be able to work/cycle everywhere
- Don't let Bristol/Leeds students tell you the nightlife is bad here! It's great! - A huge range of clubs and societies on a college and uni level"
rat4,rat3,rat3,rat5,rat5,,rat3,rat3,rat4,rat5,Student Reviewer,17 Nov 17,," - Really positive, love my subject 
- Sometimes can get very stressful Careers fair, but the uni focuses a lot on academia tied into degree -
hard to think about the future sometimes. Really good - so many libraries =, resources are always available. - Tutors are great regarding feedback
- Counselling is available - I haven't has to seek it, so can't give value judgement. Average mix of good rooms and bad. Lovely city to live in but big town / gown divide. - a lot of homelessness which is very sad. Oxford drama is amazing!"
rat4,rat5,rat4,rat4,rat5,,non_app,rat3,rat4,rat5,Student Reviewer,17 Nov 17,, Room is functional but shows damage/dirt from past students.
rat4,rat4,rat4,rat4,rat3,,rat4,rat4,rat4,rat5,Student Reviewer,17 Nov 17,," On the whole good, but some are college based so only accessible if you go to that college. Really varies depending on college - some are very good, others turn a 'blind eye' to a lot of things. Haven't really had much interaction with it, but they seem proactive. Varies very much between colleges. We have to move out at the end of each term which is annoying, but the rooms are very big. Everything basic is here, but the centre is quite small - the city is very orientated to the university. So many extra-curricular activities to do and some very high profile societies."
rat4,rat3,rat4,rat3,rat4,,rat3,rat4,rat5,rat3,Student Reviewer,17 Nov 17,Biochemistry (Skaggs-Oxford Programme) DPhil, Challenging academically and socially but in a positive way. Lots emails about placements in holidays 4 (college)
rat4,rat4,rat5,rat5,rat4,,rat3,rat4,rat5,rat5,Student Reviewer,17 Nov 17,," very good very good pretty good I think dont really know much about it Nice accommodation, some quite small, no en suite but still good very nice city Lots of different opportunities 
Too much - want to do more"
rat4,rat5,rat4,rat5,rat3,,rat3,rat5,rat5,rat5,Student Reviewer,17 Nov 17,," Really great but occasionally intense and stressful. Pretty full on Medical degree- so job at the end is likley Academic pretty good, personal lacking Not really involved or aware Good sized rooms, quiet neighbours, good facilities, good socialisation Great city, not big but still busy and lively sports very fun, very bug"
rat4,rat4,rat3,rat3,rat3,,rat4,rat2,rat3,rat3,Student Reviewer,17 Nov 17,, Rooms often have maintenance problems.
rat4,rat5,rat4,rat5,rat5,,rat1,rat4,rat4,rat5,Student Reviewer,17 Nov 17,Biochemistry (Skaggs-Oxford Programme) DPhil," Good but hard work Lots of emails about opportunities Lots of academic feedback in weekly notes Don't really have an SU, have college JCR instead Very close to everything Fun- something for everyone"
rat5,rat5,rat4,rat5,rat4,,non_app,rat3,rat5,rat5,Student Reviewer,17 Nov 17,," Never pay a lot of attention to it. Seeing as my college isn't rich, the accommodation isn't awesome. Although my rooms were on average very good. The accommodations office is appalling in dealing with international students. A very wide range, something for everyone."
rat4,rat3,rat1,rat3,rat5,,rat1,rat3,rat3,rat5,Student Reviewer,17 Nov 17,," First year was not great, but 3rd year accommodation is really nice"
rat4,non_app,rat3,rat4,rat3,,non_app,rat5,rat4,non_app,Student Reviewer,17 Nov 17,, Lincoln village - expensive though
rat2,rat5,rat4,rat4,rat2,,rat1,rat5,rat5,rat5,Student Reviewer,17 Nov 17,, Peer academic/welfare support Very good value and modern - can live in all year - St Johns college
rat1,rat3,rat1,rat3,rat2,,non_app,rat4,rat3,non_app,Student Reviewer,17 Nov 17,Biochemistry DPhil," No ideal, I feel like we aren't getting enough academic support Good support from uni & college Pretty good :) Except our lab has asbestos and got closed down :( Academically not great- depends on tutor. Mental health is good apparently I have no idea :( Nice! food is very bad and expensive though Not much to do except shop and drink I don't have a life outsie Mbiochem"
rat5,non_app,rat5,rat5,rat5,,rat5,,rat5,rat5,Student Reviewer,17 Nov 17,English DPhil," Only just started, unsure about value. Unknown yet, probably alright."
rat3,rat4,rat2,rat3,rat2,,rat3,rat4,rat5,rat4,Student Reviewer,17 Nov 17,Comparative Social Policy MPhil, Not very good sports/gym facilities @ my college (kellogg)
rat5,rat5,rat4,rat4,rat4,,rat1,rat4,rat5,rat4,Student Reviewer,17 Nov 17,," Love the place, love the people Not perfect but good enough"
rat4,rat5,rat4,rat5,rat5,,rat3,,rat5,rat5,Student Reviewer,17 Nov 17,," Lots of work, but good fun. Lots of careers fairs and opportunities to go to talks with and meet people in the field. Labs are excellent, accommodation is spacious. Tutors always available. Excellent bar and speaker events. Always so many things going on! So many options."
rat4,non_app,rat5,rat3,rat4,,rat4,rat5,rat5,rat5,Student Reviewer,17 Nov 17,," Very full on but fulfilling Only in 1st year
Not thinking about careers No kitchen but ensuite Good student pastoral care Good Lincoln College Beautiful city Huge range of societies"
rat3,rat4,rat3,rat4,rat4,,rat2,rat4,rat3,rat4,Student Reviewer,17 Nov 17,Economics for Development MSc, I've only been here for a month. Still trying to find my feet. But so far impressed with the people I have access to Career servcies unit Graduate accommodation: Its comfortable. Have everything I need Very quiet. Not very dynamic
rat5,rat5,rat5,rat5,rat3,,rat4,rat5,rat4,rat5,Student Reviewer,17 Nov 17,, Intense but incredibly interesting and very well taught. Beautiful room in Balliol College.
rat5,rat5,rat5,rat4,rat4,,non_app,rat3,rat5,rat5,Student Reviewer,17 Nov 17,," Really enjoying it, but a lot of work! Could do with refurbishment for bathrooms/kitchen 
Spacious rooms Friendly and welcoming!
So many opportunities"
rat4,rat5,rat4,rat3,rat4,,rat3,rat2,rat5,rat5,Student Reviewer,17 Nov 17,, Availability of cooking facilities is poor in accommodation The older years are most supportive and approachable Florey - Queens
rat4,rat4,rat4,rat4,rat4,,non_app,rat4,rat4,rat4,Student Reviewer,17 Nov 17,," Challenging academically 
Learnt a lot of skills, academic/otherwise Careers service work College welfare is good. Sufficient, comfortable but nothing special Vibrant, lots going on Well run, something for everyone"
rat4,rat4,rat5,rat5,rat4,,rat3,rat4,rat4,rat4,Student Reviewer,17 Nov 17,," Lots of careers and networking events Maths institute has very good facilities Most tutors give good feedback, good welfare support. Not much from the SU. College kitchen facilities not so good but room are good"
rat5,rat5,rat5,rat5,rat4,,non_app,rat3,rat4,rat5,Student Reviewer,17 Nov 17,," Lots of careers/internships fairs, careers service, training course opportunities Maths Institute is a great place to learn, work, eat. Loads of libraries. Small tutorials, academic parents, college nurse Don't know much about the SU Onsite at Hertford, kitchens are not great but rooms are nice and internet is fast Any sport/society you can think of, most are heavily subsidised"
rat5,rat5,rat3,rat5,rat4,,rat3,rat5,rat5,rat5,Student Reviewer,17 Nov 17,," Great. Oxford is a great place to live and work. Lots of careers fairs and events from careers office Excellent and innumerable libraries, larger departments Tutorial system can be great for feedback - but depends on tutor I don't interact with OUSU in any way Excellent accommodation and for entirety of course. Not the norm at Oxford, though. Oxford is very convenient everything you want is withing 15 minutes walk Very wide range of societies, both at university and college level"
rat5,rat5,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Student Reviewer,17 Nov 17,, Very good and diverse
rat4,rat5,rat5,rat5,rat4,,rat3,rat4,rat3,rat4,Student Reviewer,17 Nov 17,," Busy but rewarding Lots of interesting events Modern maths department, excellent facilities Excellent, meet with 3 tutors weekly Provide good speakers but otherwise not used much Jesus College, en suite Decent, everything nearby Good, socials every week"
rat5,rat5,rat4,rat5,rat5,,rat5,rat5,rat4,rat4,Student Reviewer,17 Nov 17,, It's been fun Frequent careers fairs are good I guess Pretty fresh Lots of it Lots of events and stuff quite representative The people are banter - what more could you want Better than Cambridge Good if you enjoy people
rat5,rat5,rat4,rat5,rat4,,rat5,rat4,rat4,rat5,Student Reviewer,17 Nov 17,, Better than Cambridge. The Andrew Wilks Building is exquisite Rowing for life
rat5,rat5,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Student Reviewer,17 Nov 17,," Better than Cambridge. Love the freebies at career fairs. Better than Cambridge Cafe Pi is my sustenance.
Better than Cambridge. Welfare cookies and tutors give support. Better than Cambridge. Better than Cambridge. Pembroke, MacMillan
""Every time I walk through the door I shed a tear.""
Better than Cambridge. Good. Better than Cambridge. Very legitimate. Better than Cambridge."
rat5,rat4,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Student Reviewer,17 Nov 17,," It's been really good. I've met some nice people and learnt lots. There are frequent career fairs for each sector Excellent
Cafe Pi is my life Welfare reps are brilliant It's good! My accommodation is like living in my own house Better than Cambridge Clubs are good"
rat5,non_app,rat5,rat5,rat5,,rat5,rat4,rat5,non_app,Student Reviewer,17 Nov 17,," Great tutors and lectures, a lot of activities A lot of libraries, convenient to borrow books Live in St. Hilda's College
The only thing that is not awesome is that we don't have single ensuite inside our room Convenient to buy things and there are lots of facilities"
rat5,rat5,rat4,rat5,rat5,,rat5,rat4,rat5,rat5,Student Reviewer,17 Nov 17,," Having an amazing time! Weekly emails, tutors interested to talk to you So much welfare support Rooms suprisingly big, library and hall great"
rat5,rat5,rat5,rat5,rat5,,non_app,rat5,rat5,non_app,Student Reviewer,17 Nov 17,Sociology MSc," I love it. Much more fun than my undergraduate Plenty of careers events and the careers centre is very helpful Fantastic, both uni and college College allow students to get more help on nightline I have not explored the societies Gadvate college To be honest, I haven't explored that much but what I have seen is amazing. Lots of culture, cafes, things to do I am not part of societies but there are plenty of options"
rat3,rat4,rat4,rat4,rat2,,rat3,rat4,rat3,rat3,Student Reviewer,17 Nov 17,," Careers dept/fairs, talks, presentations etc. Somerville College"
rat4,rat5,rat5,rat4,rat5,,rat3,rat4,rat4,rat4,Student Reviewer,17 Nov 17,, Good uni St Hugh's College
rat4,rat5,rat5,rat5,rat3,,rat4,rat4,rat4,rat5,Student Reviewer,17 Nov 17,, Fantastic
rat5,rat4,rat4,rat5,rat4,,rat3,rat4,rat4,rat5,Student Reviewer,17 Nov 17,," I'm having a great time in Oxford Careers fairs have shown me lots of employers Andrew Wilks building is very new and well equipped (maths dept building) Tutors are great, but I haven't had much contact with personal support I haven't had much contact with them Large well-furnished room but weak WiFi signal Lots of places to go to in the city centre I've had a great time going to a few societies"
rat5,rat3,rat5,rat5,rat4,,rat1,rat5,rat3,rat3,Student Reviewer,17 Nov 17,," Very nice Bad - too much politics, too little actual welfare and outreach My uni accommodation is lovely"
rat4,rat4,rat4,rat4,rat3,,rat2,rat4,rat3,rat3,Student Reviewer,17 Nov 17,, My overall experience has been good. The university offers a careers service with various targeted careers fairs Tutors give reports at the end of every term. Most representation that i know of is organised at a collegiate level. I am not aware of any SU facilities.
rat5,rat5,rat5,rat5,rat1,,non_app,rat5,rat5,rat4,Student Reviewer,17 Nov 17,," Counselling service is appalling.
However subject tutors are great. No idea what they do"
rat4,rat5,rat5,rat5,rat3,,rat3,rat4,rat3,rat4,Student Reviewer,17 Nov 17,English DPhil," A vibrant academic community Lots of personal and career development opportunities Resources and library facilities are unparalleled for my field Lots of platforms for support available, but uni doesn't do much to tackle cause of problems (overwork, resilience etc) Not much experience Expensive! Quite university-centric - results in a ""bubble-like"" atmosphere"
rat2,rat4,rat4,rat5,rat2,,rat3,rat4,rat5,rat3,Student Reviewer,17 Nov 17,," Unrealistic expectations, system may as well have been designed to destroy mental health."
rat4,rat5,rat4,rat5,rat4,,non_app,rat3,rat4,rat4,Student Reviewer,17 Nov 17,, Florey Building
rat4,rat4,rat4,rat3,rat4,,rat3,rat2,rat4,rat4,Student Reviewer,17 Nov 17,," Very positive experience so far, I feel welcomed Some facilities within the accommodation are lacking Florey building, Queen's College - In need of renovation, basic facilities Very good experience at the societies I've joined"
rat4,rat5,rat4,rat5,rat4,,non_app,rat3,rat5,rat5,Student Reviewer,17 Nov 17,," A lot of work not much time to socialise and chill out Work placements are constantly advertised for you, up to you to take them No expense is spared for scientific buildings and equipment :) Used by people so congested but very good Never seen it or had any experience with it Old but good enough, cleaning done for you Beautiful and not too big - difficult to get lost Variety is amazing and usually well-funded too"
rat4,rat5,rat4,rat4,rat4,,rat2,rat4,rat3,rat5,Student Reviewer,17 Nov 17,, Good apart from some buildings have too much asbestos Bureaucratic Close to all relevant facilities Something for everyone
rat4,non_app,rat3,rat4,rat4,,rat2,rat3,rat4,rat4,Student Reviewer,17 Nov 17,," Does a lot of careers stuff, but not much for my subject Tutors pretty good. Very bureaucratic and weighed down by pointless rules and regulations Pretty basic really, don't expect anything great, just somewhere to live A little busy, but the the small businesses are the best. Something for everyone."
rat3,non_app,rat3,rat4,rat3,,non_app,rat3,rat4,rat4,Student Reviewer,17 Nov 17,, I have only been here 4 weeks I don't really think about that yet I don't have much interaction Comfortable
rat4,rat4,rat3,rat4,rat3,,non_app,,rat4,rat4,Student Reviewer,17 Nov 17,Geography and the Environment DPhil," Hard work, lots of free food and drink Yes, no idea Pretty god, Bod libraries are closing early and sometimes difficult to manage There is a counselling service Lives through students, some underground-y clubs There are loads, people are very active"
rat5,rat5,rat4,rat4,rat4,,rat2,rat4,rat5,rat5,Student Reviewer,17 Nov 17,," Excellent Clean, practical, good values for money"
rat4,rat5,rat4,rat5,rat4,,non_app,,rat4,rat3,Student Reviewer,17 Nov 17,," Great access to facilities, thinkers and global speakers. It's good for going from MSc into research, never used careers people Don't know Good choice but some snobbish"
rat5,rat5,rat4,rat4,rat5,,rat3,rat5,rat5,rat5,Student Reviewer,17 Nov 17,Mathematical and Theoretical Physics MSc, Indifferent
rat5,rat5,rat4,rat5,rat3,,rat3,rat4,rat5,rat5,Student Reviewer,17 Nov 17,," Brasenose College
Good, accommodation guaranteed, not cheap but only for 27 weeks
Can choose to live out"
rat4,rat4,rat5,rat5,rat4,,rat3,rat4,rat5,rat4,Student Reviewer,17 Nov 17,," I've had a lot of fun but also experienced lots of stress and panic. Thing are more settled now I'm in 3rd year. There are lots of opportunities but you do have to be proactive Libraries are amazing, sports facilities are okay but too focused on rowing There is a lot of stuff available and most of my tutors have been wonderful, but there are definitely individuals who can be pretty non-supportive The student union isn't something I'm involved in or know anything about Currently in Jowett Walk, really nice but expensive. Was in Balliol, cheaper but kitchens are terrible/non-existent Oxford is a very good size for me, I'm not hugely into clubbing but it has a good range of good shops and public transport and other useful things There are a lot of different ones ranging from fun to serious, to socialising but there's stuff for everyone and creating a society isn't too hard."
rat5,rat5,rat5,rat5,rat5,,non_app,rat4,rat5,rat5,Student Reviewer,17 Nov 17,," Excellent facilities, course sizes are too large Serviceable Lovely quality of life"
rat5,non_app,rat4,rat4,rat4,,rat2,rat4,rat3,rat4,Student Reviewer,17 Nov 17,Politics DPhil, College accommodation good but private renting expensive
rat4,rat5,rat4,rat5,rat4,,rat4,rat3,rat4,rat4,Student Reviewer,17 Nov 17,Politics (European Politics and Society) MPhil, Exceptional libraries Too expensive! (Although St Anne's accommodation is not bad) We need more clubs
rat5,rat5,rat5,rat4,rat5,,rat5,rat5,rat5,rat5,Student Reviewer,17 Nov 17,," Demanding but fruitful Alright, but some facilities could use an upgrade Single en suite"
rat5,rat5,rat4,rat5,rat4,,rat4,rat4,rat5,rat4,Student Reviewer,17 Nov 17,, Cool!
rat5,rat5,rat4,rat5,rat4,,rat2,rat4,rat4,rat5,Student Reviewer,17 Nov 17,," Dope Frequently 3 Awesome Good I don't think of my SU Magdalen Better than 'not so good', worse than 'awesome' Awesome"
rat5,rat5,rat4,rat4,rat4,,non_app,rat4,rat4,rat5,Student Reviewer,17 Nov 17,, Magdalen
rat3,rat5,rat3,rat5,rat3,,non_app,,rat4,rat4,Student Reviewer,17 Nov 17,, Incredibly difficult but quite rewarding Opportunities are fantastic Have everything you could need Tutors are helpful and welfare provisions are numerous Never had any interaction with it Oxford is a great place to live There is something for everyone
rat5,rat5,rat5,rat5,rat5,,rat3,rat5,rat5,rat5,Student Reviewer,17 Nov 17,, Time of my life. The stressful environment is surprisingly rewarding. Loads of careers fairs always running Amazing Lots on offer. Counselling always available easily. Don't know much about it. I live in college -very reasonable price for en suite Awesome if you have time
rat4,rat3,rat4,rat4,rat4,,rat3,rat4,rat4,rat4,Student Reviewer,17 Nov 17,," Stressful but fun and rewarding The career service organised lots of carer related events. However the tutors and teaching staff are not particularly supportive. The facilities in my college and department are good The university-wide and college-wide welfare systems are both very good Not very familiar with specific things they've achieved I live in college accommodation. It's close to my college and very central. Not a big city but lots of things going on Lots of different societies, good opportunities to meet like-minded people"
rat4,rat1,rat3,rat4,rat2,,non_app,rat3,rat2,rat2,Student Reviewer,16 Feb 17,," enjoys going to third year lectures gave up looking varies in quality (2.5) good after comparison with Teddy some tutors are good
what's personal support? never went, what do they (we have one?) do? pretty average city is too far from St Hughs got second place at Valentine puzzle competition"
rat5,rat5,rat4,rat5,rat4,,non_app,rat4,rat5,rat4,Student Reviewer,16 Feb 17,, don't know much about it
rat4,rat4,rat3,rat5,rat4,,rat5,rat4,rat4,rat5,Student Reviewer,16 Feb 17,, fuh!
rat5,rat4,rat4,rat5,rat3,,rat4,rat3,rat5,rat4,Student Reviewer,16 Feb 17,," courses are good, lecturers are mixed not enough yet representation good, facilities none university halls/college accommodation"
rat5,rat5,rat4,rat5,rat3,,rat4,rat3,rat2,rat3,Student Reviewer,16 Feb 17,, music is great!
rat3,rat3,rat3,rat2,rat3,,rat2,rat4,rat3,rat3,Student Reviewer,16 Feb 17,," Libraries are good, but sports facilities are old and inadequate"
rat5,rat3,rat5,rat3,rat5,,rat3,rat5,rat4,rat4,Student Reviewer,16 Feb 17,," challenging but fun, helpful and nice fellow students motivated, friendly and available for questions depends, maths is really good but some others are not - see zoology for example academic support is high, personal I have never asked for
guessing from information must be good too 6 student college owned housing similar to other towns of the size, slightly better as huge number of students depends I guess, the ones I know are friendly and welcoming"
rat4,rat3,rat4,rat5,rat3,,rat4,rat5,rat5,rat3,Student Reviewer,16 Feb 17,Mathematical and Computational Finance MSc," The unis reputation has helped a lot on landing interviews at reputable places and I got my job offer. However, uni doesn't offer much help on the process"
rat4,rat4,rat4,rat3,rat3,,rat4,rat4,rat3,rat5,Student Reviewer,16 Feb 17,, very variable - lots of support out there but can be difficult on academic side halls - nice but expensive
rat4,rat2,rat4,rat3,rat5,,rat3,rat4,rat4,rat5,Student Reviewer,16 Feb 17,," careers department is good, however I feel that within the subject department there is little attempt to develop career skills except those used in an academic career diversity + breadth of options available sports facilities are not good, although they are now building a new sports centre tutor system is amazing - lots of help and support offered and very quickly when needed v. large range and inclusive"
