score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews
rat4,rat3,rat4,rat3,rat3,,rat3,rat5,rat2,rat2,Student Reviewer,03 Jan 18,Classics and English BA (Hons), ok decent foods bad decent nice no life
rat5,rat5,rat4,rat4,rat5,,rat3,,non_app,rat5,Student Reviewer,03 Jan 18,Law LLB (Hons)," Excellent all round Not very democratic, facilities are good enough"
rat5,rat5,rat5,rat5,rat5,,rat4,rat4,non_app,rat5,Student Reviewer,03 Jan 18,History and Politics BA (Hons), There are a lot of job fairs and career events Good facilities however could possibly concentrate on making campus cheaper Halls are managed well but can get messy! Campus university
rat5,rat5,rat3,rat2,rat3,,rat2,rat5,rat5,rat4,Student Reviewer,03 Jan 18,, Living on campus last year was great Great services but you have to be proactive V.dated sports facilities Structures are good just not enough of them Funding is dismissed regularly most sports get barely any Really great In Leamington Spa Great choice
rat4,rat4,rat4,rat4,rat4,,rat4,,rat3,rat4,Student Reviewer,03 Jan 18,," Good- ups and downs The my advantage portal is useful. 14 Modern Good Good, but bureaucratic at times. Leamington: Good
Coventry/Earlsdon: Average Boring. Good"
rat4,rat4,rat3,rat4,rat3,,rat2,,rat4,rat4,Student Reviewer,03 Jan 18,Accounting and Finance BSc (Hons)," It has been really challenging to find a good balance between leisure and work The uni does a lot in terms of career skills workshops etc Academic: Lots of support spaces are given 
Personal: Haven't used any services so can't comment It is definitely not very representative of the students and the facilities are decent City life (:Leamington Spa) is great! But there is nothing much to do on campus itself Clubs and societies are rather uninclusive, especially the sports one"
rat4,rat4,rat5,rat5,rat5,,rat5,,non_app,rat5,Student Reviewer,03 Jan 18,Psychology BSc (Hons), good but sometimes thy are over subscribed especially during the study week. have been helping students to cope reducing stress and improving our selves
rat4,rat4,rat4,rat4,rat2,,rat4,,rat1,rat5,Student Reviewer,03 Jan 18,"Politics, International Studies and German BA (Hons)"," 1 personal tutor meeting a term...what? £9250!!! No city...
Have to go to London but busses are overpriced (£4.20) WHAT?! To station!! EPIC!!!!"
rat4,rat4,rat3,rat4,rat5,,rat5,rat4,rat4,rat5,Student Reviewer,03 Jan 18,French and History BA (Hons)," Great social life with clubs and societies, interesting course content, teaching often uninspiring Regular emails on career opportunities, careers fairs not regular enough/easy to book into Good gym facilities, although quite expensive Good support from personal tutors Great opportunities to make you opinions heard and raise new initiatives Westwood - good value for money
Utilities break down quite often, old but repaired fairly quickly Ranging from casual to competitive, clubs and societies have something for everyone"
rat4,rat4,rat4,rat4,rat4,,rat4,rat4,rat3,rat5,Student Reviewer,03 Jan 18,Law and Business Studies BA (Hons)," Its been great so far, enjoying it right now. Lots of event and clubs to work on skills and Employability 12 Mostly pretty solid, some need fixing. Lots of support but personally don't use. Its been great Jack martin- Love diversity of my flatmates but only 34 weeks is a big problem. Leamington and Birmingham are really nice but costly to go out. I love the clubs i'm in."
rat4,rat2,rat5,rat5,rat5,,rat5,,rat3,rat5,Student Reviewer,03 Jan 18,"Economics, Politics and International Studies BA (Hons)"," excellent teaching. Awesome great, although Ive never needed help. great atmosphere and clubs"
rat4,non_app,rat4,rat3,rat4,,rat2,rat4,rat4,rat5,Student Reviewer,03 Jan 18,French and History BA (Hons), SU could be better Comedy society is the best
rat3,rat4,rat3,rat3,rat2,,rat3,rat4,rat3,rat4,Student Reviewer,03 Jan 18,Physics BSc (Hons), Need more study space Mental health support needs more funding and prominence Jack martin
rat4,rat3,rat5,rat4,rat5,,rat5,rat4,rat3,rat5,Student Reviewer,03 Jan 18,English Literature BA (Hons)," Fun and enjoyable. I get regular events keeping me updated. Good, always clean I love the SU, I spend most of my time here. I live in Redfern, it is a good distance from campus and friendly. Warwick is secluded from city. The Copper rooms are fun and all the societies are welcoming."
rat5,rat5,rat3,rat5,rat4,,rat4,,rat3,rat5,Student Reviewer,03 Jan 18,"Mathematics, Operational Research, Statistics, Economics (MORSE) BSc (Hons)"," Love it Brilliant speakers from companies like Kuehne Nagel Glorious It's Leamington, come on... Floorball <3"
rat3,rat5,rat2,rat5,rat3,,rat3,rat5,rat1,rat4,Student Reviewer,03 Jan 18,Law LLB (Hons)," Its not lively and the learning isn't up to par Good careers events, regular Amazing, beautiful Don't use it much Decent, but I don't know much Arthur wick, lovely place and people City is dead, except Kasban and Cov boys I do a lot, but can be a bit more entertaining"
rat4,rat4,rat4,rat4,rat4,,rat4,rat4,rat3,rat4,Student Reviewer,03 Jan 18,," Lived in Bluebell 1 last year. Good conditions (enough space in rooms, nice kitchen)."
rat4,rat4,rat4,rat4,rat4,,rat4,rat5,rat4,rat4,Student Reviewer,03 Jan 18,Law and Business Studies BA (Hons)," University has been great! I've met a lot of new friends and enjoy my course. The university offers a lot of opportunity to strengthen our professional profile. The university offers a wide range of facilities, all of which are great! Support is great, tutors and feedback are too- though structures could be more efficient. The SU is a great way of allowing students to voice their thoughts and opinions. I stay at bluebell and I love it! it's spacious, warm and also quiet, perfect for studying. Cities around campus are small but enough to wander around for a full day. wide variety of options."
rat4,non_app,rat4,rat5,rat5,,rat5,,rat5,rat5,Student Reviewer,03 Jan 18,," I like socializing, nice places to work. the visiting hours are very good nice nightclubs very present campus"
rat4,rat3,rat3,rat4,rat2,,rat2,,rat4,rat5,Student Reviewer,03 Jan 18,English and Theatre Studies BA (Hons)," Not enough contact hours with a lot of reading for too short a seminar period to discuss Services need to be advertised more Not enough performance spaces on campus for theatre Whilst personally it hasn't affected me, I hear it is poor - especially nightline Difficult to work with in terms of societies Leamington is lovely but nightlife isn't great So much going on!"
rat3,non_app,rat3,rat4,rat4,,rat4,,rat3,rat5,Student Reviewer,03 Jan 18,Modern Languages BA (Hons), Study skills sessions are good Good but too expensive
rat3,rat4,rat2,rat4,rat3,,rat4,,rat4,rat3,Student Reviewer,03 Jan 18,Film Studies BA (Hons)," It's alright, very stressful Lots of careers events Good Very good. It's okay, there's a lot of transport to busier places. Ok but sports clubs cost too much money"
rat4,rat5,rat3,rat5,rat4,,rat3,,rat4,rat4,Student Reviewer,03 Jan 18,Law LLB (Hons)," It was good A lot of career seminars take place to help us with cb and connect with employer Awesome. Lots of study space There are always someone ready to help Not much associated with them but I can see they are very active Good, small, comfy city The fee system is not very nice for me but overall it is nice"
rat4,rat4,rat3,rat5,rat4,,rat4,,rat5,rat5,Student Reviewer,03 Jan 18,Law LLB (Hons)," It's pretty good, lots of socials and things to do - teachers are good as well. Options of work schemes for 1st years, employability events and career advisors available Beautiful Tutor meetings are helpful Really good, lively and helpful (regular emails) I live in the city, and it's amazing More than just clubs, inclusive, socials"
rat4,rat5,rat4,rat5,rat4,,rat4,rat5,rat2,rat4,Student Reviewer,03 Jan 18,History and Politics BA (Hons)," Enjoyable. career events and cv help tutor feedback takes quite long . personal support seems very good great halls, lovely people (shebowres) rooms are clean, a little far from central."
rat5,rat5,rat4,rat4,rat5,,rat4,rat4,rat3,rat5,Student Reviewer,03 Jan 18,Life Sciences and Global Sustainable Development BA (Hons)/BSc (Hons)," I have met great friends, a super interesting course and fun societies. Loads of careers advice and fairs available A lot of campaigns for marginalised groups Very messy kitchens sometimes Leamington is lovely, Coventry not so nice So much variety"
rat5,rat5,rat5,rat5,rat4,,rat4,rat4,rat5,rat5,Student Reviewer,03 Jan 18,Physics BSc (Hons)," Sleep is for the weak. Great applicable skills. Fantastic facilities It has a lot to do and is well kept. I am in crippling debt but I have my own toilet. Leamington is lovely, Coventry is a little stabby. Fantastic"
rat4,rat4,rat4,rat4,rat3,,rat5,,rat3,rat4,Student Reviewer,03 Jan 18,Biological Sciences BSc (Hons)," Course is full on but able to balance work and social life Able to do a placement and careers workshops available Very good - gym and macs widely available Lots of options Very good! The uni itself is in its own bubble, however there is lots to do in Coventry There's a large range of clubs and societies, good that no lecturers on wed afternoons for sport"
rat4,rat4,rat5,rat5,rat5,,rat5,,rat3,rat4,Student Reviewer,03 Jan 18,," People here have been very nice and helpful all the time, I like the campus. Funding courses was messy. Really good! I'm not going out that much, but I heard good things. Coventry is slightly underwhelming."
rat4,rat4,rat3,rat4,rat2,,non_app,,rat2,rat5,Student Reviewer,03 Jan 18,Law and Business Studies BA (Hons), Difficult as we are between two departments
rat4,rat4,rat3,rat4,rat5,,rat5,rat5,rat5,rat5,Student Reviewer,03 Jan 18,Data Science BSc (Hons), Got into plenty of stuff i'm not supposed to. Everything will probably be ok It's probably decent I'd happily live in a wheelie bin if it has a fibre connection.
rat4,rat3,rat2,rat4,rat4,,rat4,rat4,rat5,rat4,Student Reviewer,03 Jan 18,History BA (Hons)," I have made the most out of it so far and enjoying it more than I thought I would. Haven't made an effort to engage with such matters The new facilities are excellent, the humanities/sports facilities are below average. N/A Loads of space, massive kitchen which made it easy to make friends Living in Leamington is really good, as a student town it has everything I need. Lots of clubs on offer which is great, but right now the facilities are poor."
rat4,rat3,rat4,rat5,rat4,,rat5,,rat2,rat4,Student Reviewer,03 Jan 18,Biological Sciences BSc (Hons)," Much harder than I thought, but really rewarding and enjoyable love the Warwick environment and atmosphere Lots of careers advice and workshops available, warwick grads highly sought after Really good Haven't personally used it, but lots seems to be available at all times (eg nightlines) I find it really great,lots of outlets available Coventry is good and lots of stuff goes on, but warwick itself is in a 'bubble', so doens't feel part of the city Good, lots on offer, but can be fairly expensive (esp sports clubs)"
rat5,rat5,rat5,rat5,rat4,,rat5,,rat5,rat5,Student Reviewer,03 Jan 18,International Management (including year abroad) BSc (Hons), Fantastic Really good Fantastic
rat3,rat3,rat3,rat2,rat3,,rat2,,rat1,rat4,Student Reviewer,03 Jan 18,Law and Business Studies BA (Hons)," People are great 
Good at uni is disgusting Buildings are old There's not much to do"
rat4,rat5,rat4,rat4,rat5,,rat4,rat4,rat4,rat4,Student Reviewer,03 Jan 18,French and History BA (Hons)," Great with societies, way course is taught Careers skills and support very present on campus, skills workshops done during first year with this 7 Large library, lots of study spaces and sports facilities on campus Detailed feedback, willing to listen to problems Located centrally, good kitchen and laundrette facilities Lots to do in both Leamington and Coventry, with restaurants, clubs, cinemas etc. V. welcoming, huger variety to choose from."
rat5,rat5,rat4,rat5,rat3,,rat4,,rat4,rat4,Student Reviewer,03 Jan 18,Discrete Mathematics BSc (Hons)," Pretty good excepts sports clubs, Very expensive and buses terrible. Very good Overall excellent Never asked for any It's alright Nice city (Leamington) 
Buses to campus not great Good
Pricey to join"
rat4,rat5,rat4,rat5,rat5,,rat4,rat5,rat2,rat4,Student Reviewer,03 Jan 18,Mathematics BSc (Hons)," Fairly good, lectures not captive. highly employable, lots of visits from companies like goldman sachs. 20 Excellent, sometimes library is over crowded. I am highly supported, supervisors as well. good rep, very inclusive and valuable to student today. lovely, bluebell. campus? Being a maths student i have no time."
rat5,rat5,rat5,rat4,rat5,,rat3,rat4,non_app,rat5,Student Reviewer,03 Jan 18,Physics BSc (Hons)," Great fun If the number of flyers = good job prospects, I'm sorted. Mostly awesome. It's okay, they like charging lots of 'hidden' club joining fees. Pretty good, it would be nice to have a lounge area though. No idea. Top notch banter"
rat5,rat4,rat4,rat5,rat4,,rat5,rat5,rat4,rat5,Student Reviewer,03 Jan 18,English Literature BA (Hons)," Very positive- good course, lovely people, safe, fun environment. High quality, respectable degree, lots of careers advice. 8 A little old in places but the campus is in general constantly improving. Very good but haven't had to use it much Helped me already with financial issues, very effective and approachable. Sherbourne- well managed, large rooms, reasonably priced for the quality, really nice people. Leamington is very nice and good in both the day or night. Wouldn't recommend Coventry. Lots of social events, really nice people, reasonably prices."
rat4,rat5,rat3,rat4,rat4,,rat2,,rat2,rat5,Student Reviewer,03 Jan 18,," Great, especially with extra-curricular activities Definitely Too political, too biased Not a city really great developing opportunities"
rat4,rat4,rat4,rat4,rat5,,rat4,rat5,rat3,rat4,Student Reviewer,03 Jan 18,History BA (Hons)," It's been great although stressful at times Good, very motivating Great apart from the laundromats Great, well managed Okay, not a very big city and the bus is expensive Great"
rat5,rat4,rat4,rat4,rat3,,rat2,,non_app,rat5,Student Reviewer,03 Jan 18,, It's difficult but great Good prospects but limited choice
rat5,rat5,rat4,rat5,rat4,,rat4,rat5,rat5,rat5,Student Reviewer,03 Jan 18,History BA (Hons), I've had a great time and met some amazing people Although I don't want to go into a career linked specifically to my degree- I think having a degree is invaluable They have everything I need open to me all the time Tutors are always there to assist me If I need help I think the SU is a great representation of students and I sometimes use it;s facilities My accomodation was my 4th choice but everyone in my halls was great and I loved every moment of it. Leamington is the perfect balance between good nightlife and nice atmosphere. The clubs in Leamington are great but could do with some more
rat3,rat4,rat2,rat3,rat1,,rat2,,non_app,rat2,Student Reviewer,03 Jan 18,Mathematics and Physics BSc (Hons)," Course is very difficult, lots of stress. Not much time for leisure activities Top rated degree, interaction with careers advisers, emphasis on own responsibility Some are great others are super outdated and not enough hardly any. If struggling have to battle against department and find own help Good student representation. Bad at dealing with issues unorganised Don't feel like I live in a city Very expensive. Not worth money. Some can be a bit exclusive"
rat3,rat3,rat3,rat4,rat3,,rat5,rat3,rat1,rat2,Student Reviewer,03 Jan 18,Engineering BEng (Hons), Decent
rat4,rat4,rat4,rat3,rat3,,rat3,rat4,rat3,rat5,Student Reviewer,03 Jan 18,Physics BSc (Hons)," Needs to be more easily accessible Bluebell, good but expensive Inclusive"
rat4,rat4,rat5,rat5,rat4,,rat4,rat5,non_app,rat5,Student Reviewer,03 Jan 18,German and Linguistics BA (Hons)," very good, interesting lectures, very good faculties and societies. year abroad, help with scholarship application for courses, skills training. 12 excellent library, amazing arts centre. lots of meetings available w/lectures, always have time for you. good representation and tracking important issues. excellent campus uni - have not been to Coventry. dance, cheer leading, German soc, really inclusive and very well run."
rat4,rat4,rat5,rat5,rat3,,rat5,,rat4,rat5,Student Reviewer,03 Jan 18,Biological Sciences BSc (Hons), Balancing good mix of work/extra curricular activities - 2nd year makes this harder but I feel it's important. Plenty careers fairs - w/life sciences on gaining experience through placements at uni or external Warwick art centre easy access to theatre and performing (CMD) - well equipped library and sports centre. Good - tutors always open to help - wellbeing and mental health support also available on campus Being a campus uni is it important to have a good SU Not really city - main near by town Leamington Spa - a couple good clubs and bars Huge range - plenty of chances for socialising
rat4,rat5,rat5,rat4,rat5,,rat4,,rat5,rat5,Student Reviewer,03 Jan 18,Biomedical Science BSc (Hons)," It was good. I made a lot of friends and I had a very supportive department. Lots of opportunities Career departments have session and talks to improve your thoughts. They have great network with company and also help in developing skills Good learning space, great cafe, great working areas, limited on study spaces esp during exam time Great in all aspects It is diverse and good at representing your issues. Union has locker facilities, laptop borrow City life is great. Very close to Birmingham, Warwick, Coventry and Leamington They are fun. Informative and loads of networking and social events"
rat4,rat3,rat4,rat3,rat4,,rat3,rat3,rat2,rat3,Student Reviewer,03 Jan 18,, Some amazing. Need more nightlife Lots of emails notifying of job opportunities Needs to be cheaper Have not used it Was not great but has been redone now. Was cheap!! :) Poor nightlife compared to other unis Cliquey exec members
rat5,rat4,rat4,rat4,rat5,,rat5,rat2,rat4,rat5,Student Reviewer,03 Jan 18,Chemistry BSc (Hons)," Brilliant, course is great, societies are great Careers department very good Better than average, everything that is needed Chemistry dept is very very good with support- the best The union is pretty good Redfern- pretty poor, very drafty Decent Very good, particularly Warwick motorsport"
rat5,rat4,rat5,rat5,rat5,,rat2,,rat3,rat5,Student Reviewer,03 Jan 18,"Language, Culture and Communication with Intercalated Year BA (Hons)", My department is lit Lots of links to industry Lots of good stuff Staff and infrastructure is supportive and clear They don't support societies as much as they should We not in a city but pretty close to Bham which is peng Best thing to happen to me is the esports society
rat5,rat5,rat3,rat3,rat2,,rat1,rat5,rat2,rat5,Student Reviewer,03 Jan 18,Mechanical Engineering BEng (Hons)," AWESOME Meh Personal tutors/supervisors are good, general services cannot accommodate all the people who want any given aid So disorganised, but they try Lived in halls first year, loved it. Was slightly expensive, but everything was included in 1 bill and everything was quality. Cov = nope
North Leam = expensive
South Leam = middle of nowhere Super cool, esp. Taekwondo!"
rat5,rat5,rat5,rat5,rat5,,rat3,,rat3,rat5,Student Reviewer,03 Jan 18,Hispanic Studies and Linguistics BA (Hons), Best experience of my life so far just living with mates for 4 years Lots of career days and optional careers help Very modern Very in-depth and useful Sometimes not enough support for societies Not great as Leamington is small but London and Birmingham are cheap to get to by train Absolutely brilliant
rat5,rat4,rat4,rat5,rat4,,rat3,,rat5,rat4,Student Reviewer,03 Jan 18,Modern Languages and Linguistics BA (Hons)," Great! Year abroad increases employability chances Lots of nice areas to work Good feedback from tutors and they are approachable SU not always very helpful Leamington - great! Lots of shops, restaurants, things to do Good range of societies to join"
rat4,rat3,rat4,rat4,rat4,,rat4,rat5,rat2,rat5,Student Reviewer,03 Jan 18,, Offers career advice/careers fairs/employer presentations etc Good quality and ok price
rat4,rat4,rat3,rat3,rat3,,rat3,,rat2,rat5,Student Reviewer,03 Jan 18,Mathematics and Statistics BSc (Hons)," Really good! Work is hard but I love it here Lots of careers fairs and employer presentations, networking, careers officers for each department. Lots of food places are very expensive and transport options to uni are limited Academic could be better 
Personal is good, but wait times for appointment can be long Representation = great
Facilities = okay Don't really go to Coventry ever (except Kasbah) Amazing 10/10 would recommend #warwicklove"
rat5,rat4,rat4,rat5,rat5,,non_app,,rat5,rat5,Student Reviewer,03 Jan 18,, Exceptional Good mental wellbeing support
rat4,rat5,rat5,rat4,rat4,,rat5,,non_app,rat5,Student Reviewer,03 Jan 18,," Plenty of talks, opportunities to learn about careers Good housing, modern buildings are well equipped, gym is quite small Feedback is alright, could be better No city life really, Leamington is fine, but if you want city life Birmingham is a bit far Something for everyone"
rat4,rat4,rat4,rat4,rat4,,rat4,,rat2,rat4,Student Reviewer,03 Jan 18,Mathematics BSc (Hons)," Lots of careers events are ran all the time Lots of people there to talk to if need be They aren't any cities nearby Warwick, can be quite dated"
rat2,rat4,rat4,rat3,rat3,,rat3,,rat2,rat3,Student Reviewer,03 Jan 18,Physics with Business Studies BSc (Hons), Not great - not socio-economically diverse... Alright (does the job)
rat5,rat4,rat5,rat5,rat5,,rat5,,rat4,rat5,Student Reviewer,03 Jan 18,History of Art BA (Hons)," Really good teaching and facilities, loads to join and get involved with Really good and constantly developing Bit far from campus but otherwise great Great variety"
rat5,non_app,rat4,rat5,rat4,,non_app,rat4,non_app,rat4,Student Reviewer,03 Jan 18,Politics and International Studies BA (Hons)," Very complete Can't apply Modern, clean, complete Housing is quite old and ""fragile"", nice roommates make it worth it. Very expensive."
rat4,rat5,rat4,rat5,rat5,,rat3,rat4,rat2,rat4,Student Reviewer,03 Jan 18,"Politics, International Studies and Global Sustainable Development BA (Hons)/BSc (Hons)"," It has been great overall. Good feedback. The Warwick Skill Portfolio Award and careers centre are great Modern Nice accommodation halls, modern and clean"
rat4,non_app,rat3,rat3,rat1,,rat4,rat3,rat2,rat5,Student Reviewer,03 Jan 18,Politics and Sociology BA (Hons), Most of my support comes from friends. Tutors office hours are ridiculously short and support services are not made visible Sherbourne is alright but its really expensive and quite far if you're not used to working Warwick is pretty isolated which is good if you like living in a quiet student bubble but depressing if you want a lively diverse city So many societies to choose from: WASS and WARSOC are amazing if you're interested in anti-sexism and anti-racism and general activism
rat3,rat4,rat5,rat4,rat4,,rat5,rat5,rat3,rat5,Student Reviewer,03 Jan 18,Global Sustainable Development and Business Studies BA (Hons)/BSc (Hons), Jack Martin
rat5,non_app,rat4,rat4,rat5,,non_app,rat5,rat4,rat4,Student Reviewer,03 Jan 18,," Everyone is very friendly and open, the learning environment is very stimulative and the professors are amazing As a wheelchair user, the room and residence is perfectly adapted"
rat4,rat4,rat4,rat4,rat4,,rat4,,rat4,rat5,Student Reviewer,03 Jan 18,History and Politics BA (Hons)," Lots of independent study. Joined societies and loved the experience. Struggled with bullying in first year. Careers advice check your CV, they are good The sport centre is fantastic 
However the lack of study space during exam season is not Tutors are willing to listen and support, however their actual ability to help is limited (re bullying) Love the SU cafe and sandwich bar, reasonably enjoyable SU events Leamington Spa is a lovely town Really great fun
10/10 get involved"
rat3,rat4,rat3,rat4,rat3,,rat2,rat4,rat3,rat4,Student Reviewer,03 Jan 18,Management BSc (Hons)," Expensive Career support provided Varies from building to building. And my course does not require much facilities anyway Personal tutor did not reply to my email and I heard mental health support is bad No support for societies (especially food and drinks societies) Lived in Rootes, was quite nice Coventry is not great
Leamington is alright Diverse, relaxed (depends on which society of course, quite a stupid question"
rat5,rat4,rat4,rat3,rat3,,rat3,rat4,rat3,rat5,Student Reviewer,03 Jan 18,English Literature BA (Hons)," Really fantastic Pretty well Generally good, but for English Lit, a bit poor Academic is great 
Personal is poor Okay Nice, although a bit antisocial in more expensive accommodation Warwick isn't in a city Lots available"
rat5,rat5,rat4,rat4,rat4,,rat3,,rat2,rat5,Student Reviewer,03 Jan 18,History BA (Hons), Wonderful. The university is perfect for me. The careers and skills department is fantastic - the support is always on hand Lots of money pumped into STEM so humanities get left behind. Academic feedback is okay but often slow. Great facilities. Very keen on democracy and student focused. Building could use a refurb. Leamington is good but not student focused. Inclusive. Varied. Fun. Circling is great.
rat4,rat3,rat5,rat4,rat5,,rat3,,rat4,rat5,Student Reviewer,03 Jan 18,Physics BSc (Hons), Good lab facilities for physics Good but joining fees are a bit expensive
rat4,rat4,rat4,rat4,rat2,,rat3,,rat1,rat3,Student Reviewer,03 Jan 18,Chemistry with Medicinal Chemistry BSc (Hons), Nearest city is Birmingham which is too far away really
rat5,rat5,rat4,rat4,rat5,,rat4,rat5,rat1,non_app,Student Reviewer,03 Jan 18,," Remphel building and the sport centre could use some revision Good academic feedback.
Good hall mates. Westwood is actually the bet one so far Non-existent Good variety"
rat3,rat4,rat3,rat4,rat3,,rat3,,rat4,rat5,Student Reviewer,03 Jan 18,History BA (Hons)," Strong academically. Bad nightlife. Lots of opportunity/functions Really good sports facilities and research materials Academic - really good
Personal - not required Sports excellent. Nightlife average. Food poor. Decent. Only joined sports - really good!"
rat5,rat3,rat5,rat5,rat5,,rat5,,non_app,non_app,Student Reviewer,03 Jan 18,English Literature BA (Hons), Uni is great. I've made friends and my course is enjoyable. I'm learning loads! Warwick has loads of new and exciting buildings and amenities Tutors give great academic support and the well being events are great fun SU always has events on
rat4,rat5,rat4,rat4,rat4,,rat4,rat5,rat4,rat5,Student Reviewer,03 Jan 18,History BA (Hons), Improving Great value for money Inclusive
rat4,rat3,rat4,rat3,rat2,,rat4,,rat3,rat5,Student Reviewer,03 Jan 18,English Literature BA (Hons)," Overwhelming and a lot of work but so interesting and fun! Nothing so far, internships in 1st year are hard to find, not sure what I want to do after Humanities building is not great compared to maths/other subjects Have academic tutors but wellbeing etc. isn't great Fresher's week wasn't great Leamington is nice Something for everyone"
rat4,rat5,rat3,rat4,rat3,,rat5,,rat4,rat5,Student Reviewer,03 Jan 18,, Improving Top notch
rat5,rat4,rat5,rat5,rat4,,rat5,,rat5,rat5,Student Reviewer,03 Jan 18,Mathematics BSc (Hons)," Enjoyable Unsure Very, has all i need Under-advertised but good Has lots available Good, markets every weekend in Leamington Spa Very good, lots available"
rat2,rat3,rat1,rat1,rat1,,rat1,rat1,rat1,rat5,Student Reviewer,03 Jan 18,Law with Social Sciences BA (Hons), No city - middle of nowhere. Go to London to stay sane Good range and production
rat5,rat4,rat4,rat4,rat4,,rat3,,rat3,rat4,Student Reviewer,03 Jan 18,Classical Civilisation BA (Hons), V. good
rat3,rat5,rat5,rat5,rat5,,rat3,rat5,non_app,rat5,Student Reviewer,03 Jan 18,Classics BA (Hons), Wide range of transferable skills Great
rat4,rat5,rat5,rat4,rat4,,rat5,rat5,rat2,non_app,Student Reviewer,03 Jan 18,English Literature and Creative Writing BA (Hons)," Uni facilities in general are okay, only humanities are lacking Mental health could be better There is none"
rat5,rat3,rat4,rat4,rat5,,rat3,rat5,rat3,rat3,Student Reviewer,03 Jan 18,English Literature BA (Hons)," Enlightening and fun Lots of employment fares Very good but humanities building is fairy poor. Student disabilities support has been really helpful and nice. Freshers wasn't that good here, not a very diverse music range in SU events Leamingtons nice Societies are great, club events not so much"
rat4,rat4,rat4,rat3,rat4,,rat5,,rat1,rat3,Student Reviewer,03 Jan 18,Engineering BEng (Hons)," Love the people, the campus and the facilities/SU. Only downside is the commute from Leamington. Some modules provide great knowledge prep for industry. Uni itself tries to advertise internships etc. all the time Good options but memberships and bookings cost too much Weekly tutorials are helpful. 24/7 security and also night line is good when starting out Excellent facilities, bars, clubs and pub all next to each other. Great restaurants and arts centre aswell Closest city is Coventry which I try to avoid. Leamington spa is a great town alternative though. Good but are costly. I really want to devote more time to some though"
rat5,rat5,rat4,rat5,rat5,,rat4,,rat4,rat5,Student Reviewer,03 Jan 18,Civil Engineering BEng (Hons)," Best experience/learned responsibility and rigour Constantly receiving emails from uni and careers department Amazing Perfect Small, cosy, anything that I need. Good nightclub Organised, committed and dedicated which makes it a priceless experience"
rat4,rat3,rat3,rat4,rat4,,rat4,,rat2,rat5,Student Reviewer,03 Jan 18,History BA (Hons)," Good range of opportunities to make friends/do things outside of degree i.e. sports and societies. Degree is interesting Careers events are regular and allows me to attend events in a range of sectors. Sports facilities are adequate. Humanities building is run down but effective. I believe counselling opportunities such as night line are good, tutors are very responsive to emails regarding essay advice etc. Good facilities to eat/drink and chill Coventry is boring and Leamington, whilst better, has little to offer. Easy to join , very well integrated between year groups and good socials."
rat4,rat3,rat4,rat5,rat4,,rat4,rat4,rat4,rat5,Student Reviewer,03 Jan 18,"Economics, Politics and International Studies BA (Hons)"," More group work. 6 Personal tutors useless. Good, expensive Coventry is shady A Lot of them"
rat4,rat3,rat4,rat4,rat3,,rat4,rat4,rat3,rat4,Student Reviewer,03 Jan 18,Law and Business Studies BA (Hons)," Quite good, manageable workload. Careers fair, but I haven't had the opportunity to attend. Very good/ high tech. Modern Facilities. I'd assume the support is pretty good, but I haven't received a lot of feedback so far. Good range of societies, good socialising platform. Jack Martin- accommodation is good, but some facilities don't work very well. Leamington and Birmingham are good, Coventry is quite okay but it seems a bit unsafe at times. Good socials and activities."
rat5,rat5,rat4,rat5,rat5,,non_app,rat4,rat4,rat5,Student Reviewer,03 Jan 18,Biomedical Science BSc (Hons)," I love the university. I didn't expect it to be this good. They focus on research skills and they give us opportunities for most companies and make connections They are very modern, clean, spacious and well ventelated There is tons of support from both older students, lectures and tutors. They give feedback and counselling. The cities around campus vary. Leamington is nice and Birmingham as well but Coventry isn't nice. Also nightlife is a bit boring All the clubs and societies are very nice and welcoming, one of the main reasons why the uni is nice."
rat3,non_app,rat3,rat4,rat3,,rat3,rat4,rat2,rat3,Student Reviewer,03 Jan 18,Hispanic Studies and French BA (Hons)," Both positives and negative aspects- work hard, social decent. Business centred, Decent disability service- helped me withal accessibility. Was in IM- decent. Leamington is quiet, Alright- nothing to rave about."
rat4,rat5,rat4,rat5,rat5,,rat4,rat4,rat3,rat4,Student Reviewer,03 Jan 18,English Literature and Creative Writing BA (Hons)," Fantastic resources and freedom to tailor degree to my own interest, engaging and inventive classes would like more off. Brilliant. Helpful careers service with great links and mentoring opportunities- so much experience through societies. Outstanding research facilities inc. online resources, always somewhere to go. Tutors and Careers services are outstanding. Entire support network on offer. Fantastic range of societies though too much emphasis on clubbing/ heavy drinking societies. Fabulous, spacious room with handy en-suite and cleaning service. Quite far from campus but lovely setting. Good transport links but no real cultural/ shopping facilities immediately nearby. Great range of societies with brilliant opportunities, but too much emphasis on heavy drinking and socials."
