name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Hannah,06 Dec 18,Social Policy with Quantitative Methods MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Lecturers on my course are amazing'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers service are super helpful, my course offers a paid internship'}",rat5,,rat5,"{""How good are your university's facilities?"": 'World class'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors are good, counselling short but helpful'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Fun club nights, chill place to study'}",,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Super weird and wonderful, a great electric mix of people'}",rat5,"{'How would you rate the variety of societies/sports?': 'Over 200 to choose from, so many activities'}"
Eiyi,06 Dec 18,Philosophy and Mathematics MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Its been great!'},rat4,,rat5,,rat5,,rat4,,,,rat4,,rat4,,rat5,,rat5,
Lea,06 Dec 18,Psychology BSc (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Not much contact yet'}",rat5,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Not much contact yet'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not much contact yet. Enjoyed the welcome ball though'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'The food leaves room for improvement. A shuttle service from Pollack would be helpful!'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not seen much except for the campus but love the atmosphere of Edinburgh'},rat4,{'How would you rate the variety of societies/sports?': 'The offer is wide ranged but they are all connected to a price for joining while there is not enough time in my schedule to attend'}
Abby,06 Dec 18,History MA (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat4,,rat3,,,,rat3,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Robertsons Close'}",rat5,,rat5,
Rebecca,06 Dec 18,Primary Education with Gaelic (Fluent Speakers) MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'I have a career path by choosing education as a degree'}",rat4,,rat4,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling is good but not enough sessions'}",,,rat4,,,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lots to do and see for everyone'},rat5,{'How would you rate the variety of societies/sports?': 'Absolutely love the Female Voice Choir'}
Yasmin,06 Dec 18,Mathematics BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""I'm only in first year""}",rat5,,rat4,,rat4,,,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I'm not a fan of potterow events""}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Pollack Halls food is not very nutritious and I'm concerned about hygiene""}",rat4,,rat3,"{'How would you rate the variety of societies/sports?': ""I don't have time to go because there's too much work to do""}"
sophie,06 Dec 18,Philosophy and Politics MA (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat3,"{""How good are your university's facilities?"": 'spoud facility so far away!'}",rat4,,,,rat4,,rat3,,rat5,,rat4,
Jon,06 Dec 18,Ancient History MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Generally love the university it is just a postgraduate course is far too expensive'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers hub is better than my post universities'}",rat4,,rat4,"{""How good are your university's facilities?"": ""They're great but not too expensive""}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Readily available and helpful'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Generally good'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Citys great just expensive'},rat3,{'How would you rate the variety of societies/sports?': 'Not in any'}
Jennifer,06 Dec 18,Spanish and Portuguese MA (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat3,,rat2,,rat5,,rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Limited rescources'}",,,rat3,,,,rat5,,rat4,{'How would you rate the variety of societies/sports?': 'Good range of societies'}
Jonathan,06 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Talks from employers are helpful'}",rat4,{'How many contact hours per week do you have?': '4'},rat4,"{""How good are your university's facilities?"": 'Good - in all areas'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'The tutoring is not bad'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'More than one to go to so its good'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Catered halls - food is bad'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Pretty good on the whole'},rat4,{'How would you rate the variety of societies/sports?': 'Pretty good - plenty of opportunities'}
Murray,06 Dec 18,History MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Overall it has been a mix of emotions as some weeks can be good and others cool, however for the most part good'}",rat4,,rat3,,rat4,,rat4,,,,rat4,,,,rat5,,non_app,
jade,06 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat5,,rat2,,,,rat1,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'brae house'}",rat5,,rat5,
Hope,06 Dec 18,Psychology BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Offers careers advice and research opportunities'}",rat3,,rat4,,rat4,,,,rat4,,,,rat5,,non_app,
Zoe,06 Dec 18,Law LLB (Hons),rat4,{'Tell us about your overall university experience so far.': 'I am enjoying the course and meeting new people but sometimes community is tiring and makes it harder to keep on top of work'},rat4,,rat4,,rat4,"{""How good are your university's facilities?"": 'Not enough seating/ capacity in Student Union building'}",rat4,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not enough seating, new toilets would be good too'}",,,rat4,,rat4,{'How would you rate the variety of societies/sports?': 'Modern Dane Society'}
H,06 Dec 18,English Literature and History MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Exciting and new but overwhelming'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Careers fairs, haven't seen much else""}",rat3,,rat5,"{""How good are your university's facilities?"": 'Everything I need is in place'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Not sure where to go, websites confusing and lectures often busy'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good rep of facilities'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Lovely staff, clean, friendly, comfy'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Edinburgh is beautiful'},rat5,{'How would you rate the variety of societies/sports?': 'Almost too many options'}
Gabriella,06 Dec 18,,rat4,"{'Tell us about your overall university experience so far.': 'It is wonderful, really worldly experience. Lots of independent learning which I think will stand us in good lead for the future'}",rat4,,rat3,,rat4,,rat4,,,,rat4,,,,rat5,,rat5,
miram,06 Dec 18,Ancient History MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},non_app,,rat3,,rat5,,rat3,,,,rat2,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'south clerk street'}",rat5,,rat5,
ben,06 Dec 18,Applied Mathematics BSc (Hons),rat5,{'Tell us about your overall university experience so far.': 'good times'},rat4,,rat3,,rat5,,rat3,,,,rat5,,rat4,,rat5,,rat4,
Newus,06 Dec 18,,rat4,{'Tell us about your overall university experience so far.': 'It has been great so far'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'They host fairs and have multiple sites for jobs'}",rat5,,rat4,"{""How good are your university's facilities?"": 'They are good'}",rat4,,,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'It does a great job'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Its a shared kitchen and bathroom housing. Great people'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'The city is amazing, the people are kind but it can be pricey'}",rat3,{'How would you rate the variety of societies/sports?': 'They seem to be good. A bit overwhelming because there are so many'}
Nina,06 Dec 18,Sociology and Psychology MA (Hons),rat2,{'Tell us about your overall university experience so far.': 'Poor organisation in admin of departments. Transition between 2nd and 3rd year difficult and not aided by staff'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Uni emails, fairs all the time'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Overall good however not enough space in the library'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors are good and v useful however counselling services are awful'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'SU club night is the best night of the week'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Amazing- Beautiful'},rat5,{'How would you rate the variety of societies/sports?': 'Wide rnage of options and always events on'}
Eleanor Hofman,06 Dec 18,Sociology and Psychology MA (Hons),rat2,"{'Tell us about your overall university experience so far.': 'Badly organised school: Administration of the course very bad. Transitions between years always a jump, never know what to expect'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of info available about careers services etc'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Good facilities but not enough room in the library. Need more study spaces'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors and lecturers fantastic for academic support but the counselling service is awful- just too overloaded'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'SU club night is really good. They make a lot of effort to represent all students.'}",,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lovely city- Smaller so town like feeling. Loads of nice cafes, bars, restaurants etc. Beautiful'}",rat5,{'How would you rate the variety of societies/sports?': 'Loads of options for clubs and societies'}
Ellie,06 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat5,"{""How good are your university's facilities?"": 'EUSA venues excellent'}",rat4,,,,rat5,,,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Expensive for students'},rat4,"{'How would you rate the variety of societies/sports?': 'Inclusive, wide range'}"
Joey,06 Dec 18,Architecture MA (Hons),rat4,"{'Tell us about your overall university experience so far.': ""I've enjoyed it mostly, I do find the university intensely frustrating however.""}",rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'They only have a careers service. They have no industry contacts'}",rat3,,rat4,"{""How good are your university's facilities?"": 'Good if not enough. For example main library is comparatively small.'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Terrible. It is unclear how to get support.'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'The SU is not involved in you average student life much at all'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'The city is incredible. Some varied night life would be nice'},rat3,"{'How would you rate the variety of societies/sports?': ""They're ok. I'm not really involved.""}"
Magdalena,06 Dec 18,German and History MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Really enjoying my time at Edinburgh'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Have not yet been given much information for this'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Provide everything I need, library very good'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good, have not had much need to use it though'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't know much about it""}",,,rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lots to do, great nights out'}",rat4,{'How would you rate the variety of societies/sports?': 'So much to choose from - Student newspaper is amazing'}
Joe,06 Dec 18,Economic History MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Like my course, love the city, met some nice people etc'}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Only 1st year, haven't done much of that yet""}",rat4,,rat4,"{""How good are your university's facilities?"": ""It's pretty good""}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Haven't needed much..yet, but seems pretty good""}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Nice'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""It'll do""}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Love Edinburgh, lovely city'}",rat5,"{'How would you rate the variety of societies/sports?': 'Very good, joined a few'}"
Amy,05 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat5,,rat3,,,,rat4,,,,rat5,,rat4,
James,05 Dec 18,Philosophy and Economics MA (Hons),rat3,{'Tell us about your overall university experience so far.': 'Very limited student support/ tutor interaction in my experience'},rat4,,rat2,,rat4,,rat3,,,,rat5,,,,rat5,,rat5,
Savannah,05 Dec 18,,rat3,{'Tell us about your overall university experience so far.': 'Hard to make friends'},rat4,,rat4,,rat4,"{""How good are your university's facilities?"": 'Seems good'}",rat3,,,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Seem great'}",rat4,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Love the city!'},rat3,
Clare,05 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Placements, group work skills'}",rat4,,rat5,,rat4,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Never have anything to do with them and that's fine""}",,,rat5,,rat5,
Ellie,05 Dec 18,Geography and Social Anthropology MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,,rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling is badly funded'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Too expensive and not that fun to be in'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lots to do!'},rat5,
Martin,05 Dec 18,,rat4,"{'Tell us about your overall university experience so far.': 'Good uni but, a bit difficult to make friends'}",rat5,,rat4,,rat5,,rat3,,,,rat5,,rat5,,rat5,,rat4,
Anna,05 Dec 18,,rat3,{'Tell us about your overall university experience so far.': None},rat3,,rat5,,rat5,,rat1,,,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good facilities and lots of events'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Quite isolated and I feel quite lonely at times but good location'}",rat5,,rat4,
Holly,05 Dec 18,,rat3,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'We do careers'}",rat5,,rat5,,rat5,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'The Union facilities are good, especially at night, ie. the big cheese'}",rat3,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Busy, lots to do'}",rat4,
Nasia,05 Dec 18,,rat5,{'Tell us about your overall university experience so far.': None},rat4,,rat5,,rat5,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'I think its nice'}",,,rat4,,,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Nice. Everywhere is close by'},rat4,"{'How would you rate the variety of societies/sports?': ""They're great""}"
Thomas,05 Dec 18,International Relations MA (Hons),rat4,"{'Tell us about your overall university experience so far.': ""Mid terms are stressful but, besides that it's fine""}",rat5,,rat4,,rat5,,rat3,,,,non_app,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'The food is awful but it could be worse'}",rat4,,rat3,{'How would you rate the variety of societies/sports?': 'Not in any but the pub crawls are fun'}
Amy,05 Dec 18,English Literature and Classics MA (Hons),rat5,"{'Tell us about your overall university experience so far.': ""Its been brilliant so far, there's always so much to do here""}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of activities and workshops to improve job prospects'}",rat5,{'How many contact hours per week do you have?': '12'},rat5,,rat5,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Pollock Halls - very clean, great food and catering, all the staff are friendly'}",rat5,,rat5,
Georgia,05 Dec 18,Spanish and Business MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good careers service and fairs etc'}",rat4,,rat3,,rat4,,,,rat4,,,,rat5,,rat3,
Sophie,05 Dec 18,Social Anthropology MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat5,,rat4,,rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Needs more mental health care'}",,,rat5,,,,rat5,,rat3,
Azfar,05 Dec 18,,rat5,{'Tell us about your overall university experience so far.': 'Good and fantastic!'},rat5,,rat4,,rat5,,rat5,,,,rat5,,,,rat5,,rat5,
I,05 Dec 18,Religious Studies and English Literature MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat5,,rat3,,,,rat5,,,,rat5,,rat2,{'How would you rate the variety of societies/sports?': 'Some societies are a completely shambles'}
George,05 Dec 18,Medicinal and Biological Chemistry BSc (Hons),rat5,{'Tell us about your overall university experience so far.': 'No complaints'},non_app,,rat5,,rat5,,rat5,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Great value for money'}",rat5,,rat5,
T,05 Dec 18,Neuroscience BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat3,,rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Not the best support from staff'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not many SU buildings'}",,,rat5,,rat3,
Matthew,05 Dec 18,Biomedical Sciences BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'Stressful'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers emails and the career lab is useful'}",rat4,{'How many contact hours per week do you have?': '11'},rat4,,rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Trying to get special circumstances is difficult - not much empathy, but personal tutor is good'}",,,rat3,,,,rat5,,rat4,
Rachael,05 Dec 18,,rat3,{'Tell us about your overall university experience so far.': 'A bit stressful'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Straight to a job'}",rat4,,rat4,,rat3,,,,rat3,,,,rat5,,rat4,
Mark,05 Dec 18,Medical Sciences BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat5,,rat5,,rat4,,,,rat4,,,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Edinburgh is an expensive city'},rat5,
Kaitlin,05 Dec 18,Medical Sciences BSc (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat5,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Offer counselling'}",,,rat3,,,,rat2,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Noisy, busy, expensive'}",rat4,
William,05 Dec 18,Geophysics and Meteorology BSc (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat5,,rat4,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Chancellors Court'}",rat5,,rat4,
Sabah,05 Dec 18,,rat4,{'Tell us about your overall university experience so far.': 'Good but some modules are unnecessary but compulsory'},rat5,,rat3,,rat5,,rat5,,,,rat3,,,,rat5,,rat3,
Harriet,05 Dec 18,,rat1,{'Tell us about your overall university experience so far.': None},rat5,,rat1,,rat5,,rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Disability access is poor to non existent, as is student counselling'}",,,rat1,,,,rat5,,rat5,
Georgina,05 Dec 18,Social Anthropology and Politics MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Second year has been more stimulating and academically than first year'},rat4,,rat4,,rat4,,rat4,,,,rat5,,,,rat5,,rat3,
Anita,05 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,rat3,,,,rat5,,rat4,
Sara,05 Dec 18,,rat5,{'Tell us about your overall university experience so far.': 'Good and welcoming. Lots of support and friendly students. Seniors always willing to help out juniors'},rat5,,rat4,,rat4,,rat4,,,,rat4,,,,rat5,,rat3,
Student Reviewer,09 Nov 18,Photography BA (Hons),rat2,"{'Tell us about your overall university experience so far.': ""Not the best uni in the world. If you're really independent maybe ok for you, or you could as well just save couple grants and just go to work instead.""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Not much at ECA, some work offers forwarded by tutors.'}",rat3,,rat5,"{""How good are your university's facilities?"": 'Facilities are the best thing about this Uni. Great resources, library and equipment.'}",rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Next to none.\nSame with the counsellor, waited for 4 weeks to meet yet the counsellor referred me to an online help instead of another meeting. \nAcademic support ok, really depends who you'll get, because some tutors are really oldschool and don't get your ideas at all. Had 1 good tutor in 3 years there in my last year and it was amazing! But before that 2 years of struggle.""}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'no involvement, overpriced, no space for art students to get involved, too posh'}",,,rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'EXTREMELY EXPENSIVE! The rent is just ridiculous. Otherwise ok, nice nature, sea, etc. Alternative music scene poor.'}",rat5,"{'How would you rate the variety of societies/sports?': 'Some nice ones for sure, recommend to join in the first year!'}"
Patrick,08 Jun 18,Philosophy MA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'On applying to Edinburgh I was aware of some of the poor satisfaction ratings, but didn’t think much of them given the reputation of the University. I have always loved the city and all seemed perfect on paper, so didn’t think twice about going. However, having now left before the end and largely wasted a few years I seriously wish I had.\nI was straight A’s at A level but never really felt at all like my feet were on the ground here academically, and rarely felt engaged or stimulated by my course. Many people do well here and obviously much of this falls on me, but I definitely feel I could have done much better elsewhere. Likewise, the university administration is cold, unhelpful and impersonal, at times inept. Cant ever remember feeling like I was being supported, and if you want any assistance you have to actively hound down the staff. The only real ‘contact’ you have with the uni is through your tutor, who (while I’m sure excellent as an academic) just wasn’t qualified to give any useful guidance, just repeating generic advice you could find in the prospectus, and the uni clearly cares way more about its reputation than its students.\nThen there is the culture of the campus, which i found to be this weird mix of ‘rah’ rich kids and Student Union PC culture you more associate with american uni’s, which i found impossible to navigate. It’s a very big uni and different people will have different experiences, but I remember feeling very isolated and frustrated a lot of the time here, as well as unhappy. Dont want to necessarily recommend against going because some people have a fantastic experience and I definitely had some bad luck in my time here with regards to the people I found myself in, but I would suggest taking the bad reviews seriously.'}",non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Never Used'}",rat2,{'How many contact hours per week do you have?': '12'},rat4,"{""How good are your university's facilities?"": 'generally very good'}",rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""My tutor was next to useless, and he was the only contact I had with the university. Simply wasn't qualified to give any useful advice, and normally just directed me to someone else.""}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'politically correct nightmare.'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'edinburgh is a great city'},rat3,"{'How would you rate the variety of societies/sports?': 'Some were fine, though I was never bowled away by organisation. Tennis was good if you made one of the three teams (so 20 people in a uni of 20,000) and i narrowly missed out, otherwise poor.'}"
Student Reviewer,07 Apr 18,Software Engineering BEng (Hons),rat1,"{'Tell us about your overall university experience so far.': 'I was a straight A student at school, my average now is 46%. Dreams die here, dont come here, people are rude and horrible and no one cares about your problems. Edinburgh takes independent study to a whole new level, I feel bad for students that have to pay tuition because they really arent getting their moneys worth at all!'}",rat1,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""It doesnt. I have been to one careers talk by google but when it comes to employability (and everything else actually), you're on your own""}",rat1,{'How many contact hours per week do you have?': '15'},rat1,"{""How good are your university's facilities?"": 'the computer labs are quite nice to look at, however during multiple programing exams my computer has failed and it affected my final result'}",rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Horrendous, tutors take days to email back, no support for mental health, advice is abismal'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'The union is for posh students, its essentially a big old house full of coffee shops and tories'}",,,non_app,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""people in edinburgh aren't friendly. I lived in accommodation for three months and ended up moving home. mThe night life is boring, one decent club if you're lucky""}",rat1,"{'How would you rate the variety of societies/sports?': 'There are many societies, I dont go to any because I dont have any friends because Edinburgh university makes no effort to cater for students needs socially'}"
Student Reviewer,30 Mar 18,,rat2,"{'Tell us about your overall university experience so far.': ""It has been stressful due to terrible accommodation and unhelpful/ rude management team. Also we had strikes and over a month of missed lectures which coupled with little contact time in semester 2 meant i don't feel I've gained much from semester 2. Semester one was good. Semester 2 pretty bad.""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'The career department offers good advice'}",rat3,{'How many contact hours per week do you have?': '4'},rat5,"{""How good are your university's facilities?"": 'Great'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Academic - tutors will make an effort to give feedback and advice whenever needed\nCounselling - i don't know""}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""It's very helpful, particularly the student advice section. I haven't really gotten involved as i am very busy!""}",rat1,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'The accommodation was unfinished when i got here and construction work resumed for months. We still had to pay in full even though many facilities were and are still missing. Issues ranged from construction workers coming in our flats without warning to noise from 7 am to 5 pm to dust to broken windows not repaired etc. Really bad.'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""It's nice""}",rat5,"{'How would you rate the variety of societies/sports?': ""I haven't attended that many but the few i have were good""}"
