score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews
rat4,rat1,rat4,rat5,rat3,,non_app,rat5,rat5,rat3,Anonymous,23 Jan 20,Geography BSc (Hons)," Careers department is awful in comparison to other unis. Personal support isn't good only very general advice Academic is good, personal is not great great food at halls"
rat4,rat4,rat4,rat4,rat2,,rat3,rat4,rat4,rat3,Jack,23 Jan 20,, Little communication Don't have much to do with the union Very good uni city
rat5,rat5,rat4,rat4,rat3,,rat4,rat5,rat4,rat5,Joshua,23 Jan 20,History MA (Hons)," Fantastic, I have grown significantly Great support and opportunities Good but needs more study spaces They are trying but difficult admin processes safety and condition are superb; cost is reasonable but not perfect Practical but not perfect Have some I haven't even heard of"
rat3,rat3,rat2,rat4,rat2,,rat4,rat4,rat5,rat5,Ewan,23 Jan 20,Chemistry BSc (Hons), Alright They let us know about internships to apply for Tutors don't make a lot of effort with support
rat4,rat3,rat3,rat4,rat2,,non_app,rat5,rat5,rat5,Ruby,23 Jan 20,Economics MA (Hons)," Library is too busy 
Gym is great Haven't had much interaction"
rat4,rat5,rat4,rat4,rat5,,rat5,rat4,rat5,rat4,Fafin,23 Jan 20,," Good Great in promoting career workshops Sometimes the toilets are clogged by tissues Amazing Very accommodating, welcoming and easy to get hold of currently residing is quite a journey from the campus greater 30 mins Yes, very much so Exciting activities, caters for all students"
rat4,rat3,rat3,rat4,rat4,,rat4,rat4,rat2,rat4,Qianqian,23 Jan 20,Psychology BSc (Hons), cost is not reasonable; am very sad that printer is not for students
rat5,rat4,rat4,rat5,rat4,,rat4,rat5,rat3,rat4,Zhenayang,22 Jan 20,," Brilliant! Brilliant! Great! not so good , but overall great New Park's location can be both far from the gym, Muray House and the main Library"
rat4,rat5,rat4,rat5,rat1,,rat3,,rat3,rat5,Anonymous,22 Jan 20,Law LLB (Hons), Fun but you don't feel a connection to the university 26 Nice toilets No support Far from most flats
rat4,rat3,rat5,rat4,rat2,,rat4,rat5,rat5,rat4,Jack,22 Jan 20,Engineering BEng (Hons), 4
rat4,rat5,rat5,rat4,rat4,,rat4,,rat5,rat5,Anonymous,22 Jan 20,," So far, I've been to a career fair? 12 Dirty and old, in need of refurbishing Yes, pretty sophisticated, they have helped me Never learn from them AMAZING. 15 min walk Anything for any and all tastes"
rat4,rat3,rat2,rat4,rat2,,rat2,rat2,rat4,rat4,Tom,22 Jan 20,History MA (Hons), Great but mostly not down to the uni itself 4 expensive
rat5,rat4,rat4,rat4,rat3,,rat3,rat3,rat4,rat4,Mia,22 Jan 20,Psychology BSc (Hons)," Overall it has been amazing 16 location is ideal and cost is reasonable close to everything Many societies to join, there is something for everyone"
rat4,rat3,rat4,rat5,rat4,,rat3,rat4,rat5,rat4,Thea,22 Jan 20,Economics MA (Hons)," Very fun and a great learning experience! Has exceeded my expectations Quite good but I'm unsure of the full range of opportunities 13 Very good, easily accessible and well maintained Pretty good sometimes I'm unsure of everything they offer. location and cost are great doesn’t feel that safe Yes - very well located, you never have to walk far to anything something for everyone - easy to get involved"
rat4,rat4,rat4,rat4,rat3,,rat4,,rat4,rat5,Anthony,22 Jan 20,"Government, Policy and Society with Quantitative Methods MA"," 11 Library good around exam time, many cafes Close to most shops/bars/restaurants Currently in Squash team and debating club"
rat4,rat4,rat4,rat5,rat4,,rat4,,rat5,rat5,Louise,22 Jan 20,Spanish and Portuguese MA (Hons), Should be help and internships gym and library are good Tutors should give more feedback with work better SU events
rat5,non_app,rat5,rat4,rat5,,rat5,rat5,rat5,rat5,James,22 Jan 20,Geography and Politics MA (Hons), Too early to tell Regular meetings with personal tutor really modern Good location Good
rat4,rat4,rat3,rat4,rat3,,non_app,,rat4,rat3,Omar,22 Jan 20,," Careers events
Industry partnerships"
rat4,rat3,rat4,rat4,rat3,,rat3,,rat4,rat3,Jeet,22 Jan 20,Computer Science BSc (Hons)," It has been great, no issues it's near the train station - good"
rat3,rat3,rat3,rat4,rat2,,non_app,rat3,rat4,rat3,Luisa,22 Jan 20,English Literature MA (Hons), 6 Very long wait lists for counselling unsure very expensive
rat4,rat4,rat5,rat5,rat4,,rat4,rat5,rat5,rat5,Jennifer,22 Jan 20,Music BMus (Hons), Daunting knowing where to go for things Not much info given in 1st year
rat5,rat3,rat5,rat5,rat3,,rat2,rat4,rat4,rat3,Ayanda,22 Jan 20,International Relations MA (Hons)," Very good quite unknown - what do they really do? very safe clean and bit far away and cost is quite high and worth it Leith is a nice place, but far away from uni good - don't have what I would like though"
rat3,rat3,rat4,rat3,rat3,,rat3,rat3,rat4,rat4,James,22 Jan 20,," Generally quite good safe , good location and condition but far too expensive Could do with cheaper grocery shopping options Lots to do, could use a proper volunteering society"
rat4,rat4,rat4,rat5,rat3,,rat3,rat3,rat4,rat5,Louise,22 Jan 20,Civil Engineering BEng (Hons), chancellors court
rat4,rat4,rat4,rat4,rat4,,rat4,rat3,rat5,rat4,Joe,22 Jan 20,History MA (Hons), very good Some things can't be taught at uni 10 Apparently counselling isn't good nice but all eidnburgh prices are expensive
rat4,rat3,rat3,rat4,rat2,,rat2,rat4,rat5,rat2,Ella,22 Jan 20,Philosophy and Economics MA (Hons), It's not very easily accessible or available There is limited availability
rat4,rat3,rat3,rat5,rat3,,rat4,,rat5,rat3,Juliet,22 Jan 20,Biomedical Sciences BSc (Hons), Good but could be better I'm in medicine so I have a job anyway - it's not that important to me 20 Very good facilities Nothing constructive in place Very good. Some of the staff can be very unreasonable though I live close to the uni There is a great variety but they are not very inclusive to EU students
rat4,rat4,rat5,rat5,rat5,,rat3,rat5,rat4,rat5,Anastasia,22 Jan 20,Linguistics MA (Hons), I don't know what they do too far away otherwise great
rat4,rat3,rat4,rat4,rat3,,rat4,rat4,rat5,rat5,Rosie,22 Jan 20,Geography BSc (Hons), Really enjoying it! very good quite expensive Loads to join and really enjoy my sport
rat4,rat5,rat4,rat2,rat1,,rat3,,rat5,rat4,Anonymous,22 Jan 20,Geography BSc (Hons), Apparently We need way more study space Not really knowing much about it
rat3,rat3,rat3,rat4,rat2,,rat3,rat2,rat3,rat3,Jisu,22 Jan 20,Law LLB (Hons), too far away from campus
rat5,rat5,rat5,rat5,rat5,,rat5,rat4,rat5,rat5,Robin,22 Jan 20,Nursing Studies BNurs (Hons), Very exciting and interesting Lots of useful pages and info available 60 Lots of info and people Great location and Support team Everything is super close and walking distance Options for all
rat4,non_app,rat3,rat4,rat2,,rat4,,rat5,rat4,Richard,22 Jan 20,Music BMus (Hons)," Excellent opportunity to meet like minded folk and find great opportunities. Academically incredibly variable, mostly based on which professor you have - some make you want to learn about a subject you didn't think you cared about, some make you resent a subject you thought you were passionate about Not all too applicable to my degree 6 Mostly excellent. Often lacking but not awful Relatively good Yes Strong"
rat5,rat5,rat5,rat5,rat5,,rat5,,rat5,rat5,Lyra,15 Jan 20,Biological Sciences BSc (Hons), Very positive experience. The staff are always helpful and the other students are nice. The accommodation is well situated and good for the price. Over all very good. The uni employs students in EUSA jobs 20 The facilites such as the gym are very good and well stocked Counselling is excellent how ever feed back needs improvement The students that represent for each class are well known as well as for the school Yes it’s right next to shops and clubs as well as 20 mins from Main Street There are many different societies
rat1,rat3,rat2,rat2,rat1,,rat1,,rat3,rat4,H,14 Mar 19,International Relations MA (Hons)," The city is nice (though it is true that it is expensive)
The uni..I do not suggest you to come here. 
If you want to do nothing for the first two years, and you are a feminist, this is your place. I dont know what efforts they make, but since I'm a foreigner making plans to work in my country, it is no use 4 Poor. Facilities itself arent a problem. The problem is that there isnt enough of it - computers, seats in libraries, study spaces....
This uni just wants money from international students without improving anything It depends
You may end up with tutors who does not provide any guidance or feedback hours and just wants to talk in email.
The worst tutor Ive met was the tutor in South Asia, Economics, Politics and culture. She never spends time making an advice. If you send an outline to her, she just says its fine and give you a bad grade. Do not trust tutors. Your outlines must have problems and no note on outline means you need to chase them for more advice, which they may or may not give.
You can also end up with tutors who really spends time to help you. I hope you do I dont get involved simply because I dont need them Generally good. I like the city as I hate living in large cities I have not joined a society, so I cannot make any comment on it"
rat1,rat3,rat1,rat2,rat1,,non_app,,rat4,non_app,AJ.,28 Jan 19,," Edinburgh is more focused on preserving its dwindling reputation and making money than providing the tools for students to succeed. If you enjoy partying and having no money, Edinburgh is great. Almost everyone i know works full time as well to meet living costs. If you are either over 25 or not from private education you will be ostracised. Also, a note on mature students. The demographic is 17 - 21. If you fall outside of that,good luck. If you want to work in finance then its great. There are employement open days over the semester 12 I haven't used any of the facilities. But there are a lot of them. Horrible. I have only heard from my PT once, during compulsory welcome week meeting. Feedback on essay's are obscure and not helpful. There is a writing center to help you write more academically, but hou book a slot with a specific problem to be addressed. Most queries have a cover answer which your name is pasted on, so there is no genuine connection with anyone. If you think you will need support, Edinburgh is not for you. I don't use it. It seems focused on the wrong things, such as community and well being. Edinburgh is very expensive. What ever you enjoy doing the city can provide. Just make sure you have plenty money."
rat4,rat5,rat5,rat5,rat5,,rat5,,rat3,rat5,Ziyi hua,18 Dec 18,Mathematics BSc (Hons), Very good No know Great Not peaceful Almost good
rat4,rat5,rat4,rat4,rat1,,rat1,,rat5,rat5,Nia,18 Dec 18,Philosophy and Economics MA (Hons)," Been fun Careers fairs, comprehensive careers department Gym is great and lib also good Lack of student counselling and no support from personal tutor Lack of facilities and is expensive Edinburgh is great Lots of them"
rat4,rat3,rat4,rat4,rat4,,rat4,rat4,rat4,rat4,isaac,07 Dec 18,History and Classics MA (Hons)," Had a great time Always reliable Help is readily available Really helpful Fraser court, its decent, nothing to talk about Great fun, comfortable Inclusive and fun, bit intense sometimes"
rat4,rat4,rat4,rat5,rat3,,rat4,,rat5,rat5,Taliah,07 Dec 18,," Teaching is mixed. Extra-curricular is good - theatre year abroad admin was poor Job fairs, my degree kind does the work already Theatre spaces are great It is fine. I am trans and they are not equipped to handle my issues outside of extensions People are engaged, thing generally happen. SU building are good I love Edinburgh - love the fringe festival I think they are very good"
rat5,non_app,rat4,rat3,rat3,,non_app,rat3,rat5,rat5,K,07 Dec 18,, Exciting Hit and miss Not bothered. It is liveable and that is all that matters
rat3,rat3,rat4,rat3,rat4,,rat3,,rat5,rat4,Megan,07 Dec 18,German MA (Hons)," Mixed Definite disparity between what is offered to the Kings students and what is offered to humanities Not enough funding for student mental health support, should be more contact with personal tutors"
rat4,rat3,rat4,rat5,rat3,,rat3,,rat5,rat5,Kalina,07 Dec 18,Chinese and History MA (Hons)," Besides academic stress with everyone thinking their course must be a priority, everything is good There are career fairs but not much time to think about the future when caught up in work Sometimes there aren't enough but quality is really good Sometimes helpful but often hit-or-miss situation - mental health support not enough Union facilities are good, not really in tune with representation Besides the weather, it is perfect because food/ cafes are good and it is integrated into languages and beautiful Lots of options, can find something to suit everyone, very active"
rat4,rat4,rat3,rat4,rat4,,rat4,,rat5,rat5,Jennie,07 Dec 18,," Good, less support than I though there would be Good courses advisor for school of maths Not enough for mental health Organised Beautiful city and good student nightlife Good variety"
rat3,rat4,rat3,rat4,rat2,,rat3,,rat4,rat3,Givlin,07 Dec 18,," Valuable fun subject and year Get lots of emails about opportunities and job fairs Very good gym, library could be bigger Very much depends on the school and also PT Nice size city, not too big Seem fairly accessible but not personally that involved in them"
rat4,rat5,rat4,rat4,rat4,,rat4,,rat5,rat3,Izzy,07 Dec 18,Ecological and Environmental Sciences BSc (Hons), Really enjoyed it but wish some things were more included in price and some lectures were better Careers service is very helpful Was good but a lot of study spaces taken away at Kings and the shuttle is annoying Helpful but sometimes conflicting info Not strong opinion Love Edinburgh Wish there was an auditioned bond
rat3,rat5,rat3,rat4,rat3,,rat5,rat5,rat5,rat3,Elsie,07 Dec 18,Sociology and Politics MA (Hons)," Accommodation is nice and some tutorials are fab. Disappointing larger lecture Great Not clear, but fine :) Kincaid's Court Inaccessible? Appear better than they are"
rat3,rat4,rat3,rat4,rat3,,rat5,,rat5,rat4,Josie,07 Dec 18,Sustainable Development MA (Hons)," Generally quite good Careers department is available but I have not used it. More careers events would be fun Safe, fun, lots going on"
rat3,rat3,rat3,rat5,rat4,,rat3,,rat5,rat4,Lochlann,07 Dec 18,," Pre-honours was basic, to the point of being rather patronising at times. 3rd year is drastic improvement I am a philosophy student so it is hard to find Everything that one could ever need Considering it is a massive institution, it seems abundant I do not keep informed about it, but they seem active Edinburgh is a lethal city I am not in any, but there is a huge variety"
rat4,rat4,rat3,rat4,rat1,,rat4,,rat5,rat4,Tara,07 Dec 18,German and Linguistics MA (Hons)," Good, because I've embraced a lot of new things Good uni should lead to good opportunities Sports and academic facilities great Personal tutors don't offer any advice when needed Great facilities, loads of events Edinburgh is so lively, but also not so big that it's overwhelming Getting involved in as much as possible is great"
rat5,rat3,rat5,rat5,rat4,,non_app,,rat5,rat4,Rosie,07 Dec 18,Social Anthropology MA (Hons)," Great course, helpful staff, engaging Career fair was OK if you were interested in something offered Tutor v helpful Don't like it that much LOVE Edinburgh"
rat4,rat3,rat4,rat5,rat4,,rat4,rat4,rat5,rat5,Olivia,07 Dec 18,French and Russian Studies MA (Hons)," I have only been at uni for 6 weeks, but I like the independence though I am struggling to manage my time. There are loads of talks, fairs etc, and online resources. All the uni buildings are generally well-equipped. Also the gym is very impressive. I haven't made use of it yet, but I know where I would go if I needed. Bit expensive drinks and food, but varied and fun-looking events I love my room (Pollock Halls), but I don't know anyone on my corridor - very unfriendly and quiet I love Edinburgh, there is so much going on and it's easy to get to anything. There is a very wide range and membership prices are good. Most events are good fun."
rat4,rat4,rat4,rat3,rat4,,rat2,,rat5,rat2,Rufil D,07 Dec 18,Social Anthropology MA (Hons), Love my course. Love the city. I have made friends for life
rat5,rat4,rat4,rat3,rat4,,rat4,rat3,rat5,rat4,Beth,07 Dec 18,Philosophy and Politics MA (Hons), 10 All very far away Beaverbank - very far away
rat3,rat3,rat4,rat5,rat2,,rat4,,rat5,rat4,Katie,07 Dec 18,English Literature MA (Hons)," Social aspects have been great. I'm really interested in what I'm learning, but EL1 don't provide clear instructions, which is stressful There are opportunities, but if falls to us find and take them. Nothing course-specific Excellent - all I could want and cheap EL1 hasn't given clear instructions or supported the transition in teaching styles from school to uni Varied and engaging"
rat4,rat3,rat3,rat5,rat4,,rat2,,rat5,rat5,Camilla,07 Dec 18,Economics MA (Hons), Uni provides a lot of great opportunities to be involved More of an obstacle than ever helpful
rat5,rat2,rat4,rat4,rat3,,rat5,,rat5,rat4,Lucy,07 Dec 18,Philosophy and English Language MA (Hons)," Really fun Great food, good clubs, nice people, beautiful city Great range"
rat4,rat3,rat4,rat3,rat4,,rat5,rat3,rat4,rat4,Odette,07 Dec 18,English Language and Literature MA (Hons)," Need to actively seek them out. There are programmes, but personal tutors should advise more. I've met mine like once. Good location, spoilt facilities that took ages to repair Unsure, haven't really needed it, but appreciate that there are inclusive places, e.g. LGBT, Mental Health Brilliant. V inclusive and progressive. Places close so early Good variety"
rat4,rat2,rat3,rat3,rat3,,rat4,,rat5,rat3,Anna S,07 Dec 18,, I love the people I have met and am having a really fun time and live in the city
rat4,rat4,rat4,rat4,rat3,,rat4,,rat5,rat5,Dee,07 Dec 18,, Generally been good
rat4,rat3,rat4,rat4,rat3,,rat3,,rat5,rat4,Hima C,07 Dec 18,," Need more help for minority groups, and people coming from different economic backgrounds The computer software is difficult to use City is beautiful"
rat4,rat4,rat4,rat5,rat5,,rat4,rat4,rat5,rat5,Reem,07 Dec 18,," Very supportive and interesting offers to students I love Edinburgh. Definitely better than big cities Very active, and varied"
rat4,rat4,rat3,rat3,rat2,,non_app,,rat4,rat3,Orson,07 Dec 18,Politics MA (Hons)," Good course, lots of opportunities - high volume of students. The uni spends lots of money on a variety of projects (EFI) - could be better Great student development office in my school Great facilities - gym is expensive Feedback is slow and unsubstantiated. Counselling service is low quality. My student support officer is v helpful. Beautiful, cultural and great international transport - v expensive though! Sports clubs - broad choice, cliquey and expensive"
rat5,rat5,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Rachel,07 Dec 18,, Very friendly and helpful student support
rat4,rat5,rat4,rat4,rat4,,rat2,,rat3,rat4,Kate,07 Dec 18,Mathematics BSc (Hons), Need more library space more shuttle buses Should be cheaper as it is for STUDENTS and should have better club nights/ more
rat5,non_app,rat4,rat5,rat4,,rat4,rat5,rat5,non_app,Laura D,07 Dec 18,Cognitive Science BSc (Hons)," 3 Do not know much about it Everything is very close together, lots of cool and interesting places"
rat2,rat2,rat4,rat3,rat2,,rat4,,rat5,rat5,J,07 Dec 18,Geography MA (Hons)," Lack of support in 1st year (although I lived in uni halls) led me to drop out of my course after Summer exams. Now I returned to uni after 16 months, but still uncertain whether I really want it. Hard to fit work experience into life, because of enormous workload (even if I wanted to) Alright, but libraries are way too warm and stuffy - gives me a headache, so I can't study there Not enough counselling, student support at my school, not very helpful Very forward thinking when it comes to inclusivity and empowerment Great museums, events, pubs Great range and great events. All socs are good standard."
rat4,rat4,rat4,rat4,rat2,,rat5,,rat5,rat3,Keely,07 Dec 18,Mathematics and Statistics BSc (Hons)," Need more library space 
More shuttle buses Need more mental health support Some are not inclusive"
rat4,rat5,rat4,rat5,rat5,,rat5,,rat5,rat4,Molly,07 Dec 18,, There are plenty of activities organised for post-grads which is great 8 Great library resources
rat4,rat5,rat4,rat4,rat4,,rat5,,rat5,rat5,Emily,07 Dec 18,Mathematics and Statistics BSc (Hons)," Definitely hard work, but I'm having a great time! They have a good job search website and I had a good Summer internship here They're definitely improving. Good study spaces Tutors are nice most of the time, but I know people have issues getting counselling Teviot and other buildings are well-run Edinburgh is amazing They host lots of fun events and it's easy to get involved"
rat4,rat2,rat3,rat4,rat1,,rat3,,rat5,rat5,James S,07 Dec 18,Computer Science BSc (Hons)," Great extra-curricular stuff 
Bedlam is nice, give them money I dont want a computer science job Fine Good Very good, give bedlam more money"
rat5,rat4,rat4,rat5,rat4,,rat4,rat4,rat5,rat4,Anna,07 Dec 18,Italian and Classics MA (Hons)," Lots of fun but lots of work more than expected Year abroad? Very good My tutor is lovely Does the job Grim but good people
Turner house, pollock lovely city Wine soc is great"
rat4,rat3,rat3,rat4,rat4,,rat4,,rat5,rat4,Ingrid,07 Dec 18,," It has been really good and intense at the same time. However, I do absolutely not regret my choice! Do not know a lot about this I'm quite pleased with this, but I wish there were more places to eat lunch at campus, as they are always crowded. Tutors respond fast and are really helpful and friendly Edinburgh is a great city to live in and I love the atmosphere A lot of options and friendly environment"
rat4,rat3,rat3,rat4,rat2,,rat3,,rat5,rat5,Hannah,07 Dec 18,," Good friends, I enjoyed halls but the mental health services are very poor. I had a breakdown and little was done. Counselling - Very poor
Academic - Good, love my tutors Amazing Bedlam, EU Soc"
rat5,rat5,rat4,rat4,rat5,,rat5,rat4,rat5,rat5,Katie,07 Dec 18,Cognitive Science (Humanities) MA (Hons)," My classes are interesting yet not as stressful as I was expecting, it feels like I am really learning for the sake of learning rather than just to pass tests The careers centre and go abroad fair etc. show all the opportunities you actually have Facilities are nice; they really make good modern use out of very old buildings Incredible support between the Advice place and avilable counselling and GO and nightline. There is lots of spaces to sit and relax or study and places you can go to for help when you need it The accommodation is nice and the cafeteria has good catered food but the WiFi disconnects a lot. Edinburgh is stunning, every day and feels incredibly safe even at night s Go to the clubs and societies fair during freshers; you'll see the opportunities are endless and you can make good friends"
rat4,rat4,rat5,rat5,rat5,,rat5,rat3,rat3,rat4,Manisha,07 Dec 18,Physics BSc (Hons)," Good, but very stressful! The food at Pollack Halls is horrific and dirty I'm not 18, otherwise good Lots of choice, but I have no time to go to them"
rat3,rat4,rat3,rat5,rat3,,rat5,,rat4,non_app,Anon,07 Dec 18,Psychology BSc (Hons)," Traditional teaching style - out-dated, not innovative, poorly structured, courses are too short, counter productive teaching methods (5 week courses long break before exams for one piece of 100% coursework). Only lectures, no practical Not enough counselling available, wait-list too long, personal tutors don't meet you enough, don't even met minimum required sessions"
rat4,rat4,rat3,rat5,rat2,,rat4,,rat5,rat4,thea Z,07 Dec 18,International Relations and International Law MA (Hons)," Overall- fun, educational Lots of job fairs and internships opportunities Great facilities Hard to access support services Good representation Walk able and feels like home Lots of range"
rat4,rat4,rat3,rat4,rat3,,rat5,,rat5,rat5,Anon,07 Dec 18,Psychology BSc (Hons)," Loved uni, my course isn't the best organised though, experience overall is fab Always emailing - good! Not much info from my course though about this Not much personal support - only see personal tutor as mandatory check - doesn't know me Magic city"
rat4,rat5,rat4,rat4,rat2,,rat4,,rat5,rat5,Mariana,07 Dec 18,Sustainable Development MA (Hons)," Good, I love my course and activities, but I feel like student well-being, and welfare is NOT a priority for the uni - it feels like a money-making venture Course is promising, careers service is helpful and accessible Overall good, but library is too small I feel lost a lot, website is poorly designed, always have to search a lot for myself for answers Student representation seems really strong, good advice centre Really amazing city with tons of good food"
rat4,rat5,rat3,rat5,rat2,,rat5,rat4,rat4,rat4,M,07 Dec 18,Russian Studies and Politics MA (Hons)," I think the university is an amazing place but more student support would be good Really pretty Needs to be more accessible Really pretty and good events Really pretty, there has been bullying in the group chat Nightlife not so good Sports could be more inclusive"
rat4,non_app,rat3,rat4,rat4,,rat4,rat4,rat5,rat4,Harriet,07 Dec 18,French and Spanish MA (Hons)," GOOD At this point it is unclear although the careers service seems very good Very nice - love the library Seems good at the moment Really involved and approachable Kineaid's court, very nice, very central Awesome Salsa is awesome, and there are so many societies"
rat4,rat5,rat4,rat4,rat5,,non_app,,rat5,non_app,Priyanka,07 Dec 18,," My overall experience has been good so far. The staff and students are very helpful. The job fair which had a wide range of companies was quite impressive Excellent facilities, wide range of books at the library, cafes and restrooms are in every building Beautiful city, friendly people, very scenic and all areas are mostly walk able"
rat3,non_app,rat4,rat2,rat5,,rat4,,rat5,rat5,Nicolas,07 Dec 18,Reproductive Biology BSc (Hons)," Careers info is a bit limited unless you know exactly what you want and then they help a lot Good @ centeral but I study @ kings and recently facilities have been moved so have less study space where we need it and no common microwaves or kettles, with limited essential books in the library Very good so far, tutors and lecturers are great @ helping wen you need it Quite good Very nice city Very diverse range of societies; but forcing people to get a gym membership to partake in sports puts me off casual sport"
rat5,rat4,rat4,rat5,rat4,,rat4,,rat5,rat5,Aimee,07 Dec 18,Medical Sciences BSc (Hons), Not enough space in the library Academic feedback is good. Wouldn't know where to look for personal feedback Good value for money Best city - smaller version of London/more accessible
rat5,rat5,rat5,rat4,rat4,,rat5,,rat5,rat5,Bettie,07 Dec 18,Veterinary Medicine BVMS, Great - fantastic - my room is pretty cold in Winter Vet students do pretty well for themselves Need more seats in library! Cheese! Only negative is all the bands go to play in Glasgow Great place to meet people
rat5,rat3,rat4,rat4,rat4,,rat5,,rat5,rat5,Anonn,07 Dec 18,Geography BSc (Hons)," I love uni here, favourite city Good, lots of places to study Really good Lots to do although can be expensive Very good. Play for hockey club"
rat4,rat3,rat3,rat4,rat1,,rat4,rat2,rat5,non_app,Alex,07 Dec 18,History MA (Hons)," Not too much work, city life is good, some weeks better than others Apparently terrible at deadlines with mental health Mostly good, but too expensive Most things are broken, also it's always boiling. But it's cheap so..."
rat5,rat3,rat3,rat4,rat3,,rat4,,rat5,rat5,Callum,07 Dec 18,Geography BSc (Hons)," I LOVE EDINBURGH I do not know what I want to do with my life Accessible and good (I love the new period poverty stand) Never needed support so I cant say It is nice and friendly, coffee is average Edinburgh the best city in the world Very good"
rat4,rat3,rat3,rat4,rat3,,rat4,,rat5,rat3,Anna,07 Dec 18,Philosophy MA (Hons)," Love the city and the people, good social life and love how everything's close to the uni Beautiful and fun"
rat4,rat3,rat2,rat4,rat4,,rat5,,rat4,rat4,Louis,07 Dec 18,Geography BSc (Hons)," Good student life however the city can be expensive and the course is not as good as expected Have to do it yourself, to find internships/ placements although help is provided from careers department. Not part of course Great study space, SU has brilliant spaces Lots to do but expensive"
rat3,rat4,rat2,rat4,rat1,,rat3,rat4,rat4,rat3,Sofia,07 Dec 18,Sociology and Politics MA (Hons)," Flatmates and the people I've met have been friendly, but I find a lack of support academically Transferable skills Very good; wish there were more Personal counselling and academic tutors Murano; clean and nice but wish I had more flatmates and mixed gendered"
rat4,rat3,rat3,rat4,rat2,,rat4,,rat5,rat5,Hannah,07 Dec 18,, Don't know Sports are amazing
rat5,rat5,rat5,rat5,rat5,,rat5,,rat5,rat5,James D,07 Dec 18,Veterinary Medicine BVMS," My 4 years of UoE have been great - fantastic teaching, wonderful facilities and a plethora of opportunities Very much easier to get employed Fantastic gym and library (but could do with more seats) Very accessible support bases Good, could do with cheaper drinks though The best city to live in Wonderful opportunities - badminton especially good"
rat4,rat3,rat5,rat4,rat2,,rat4,,rat5,rat4,Will,07 Dec 18,French and Russian Studies MA (Hons), Not sure Great Slow Fine Nice Good
rat1,rat3,rat2,rat4,rat3,,rat4,,rat5,rat5,Ewan,07 Dec 18,Chemistry BSc (Hons)," Having a crisis I don't know Pretty good, can't complain I don't know Great They're very good"
rat3,rat4,rat4,rat4,rat4,,rat5,,rat5,rat4,Sarah,07 Dec 18,Geography BSc (Hons), loved it! stressful though. Made great friends Could do more to help with finding graduate schemes 4
rat5,rat5,rat4,rat5,rat5,,rat5,rat5,rat5,rat5,Ethan,07 Dec 18,," I really enjoy learning new, interesting concepts in my academic life, but there's a brilliant balance with recreation too Pretty good Good Turner House at Pollock - it's good It's probably the best city in the UK So many, with engaged student body"
rat4,rat3,rat3,rat3,rat4,,rat3,rat3,rat5,rat5,Aimee,07 Dec 18,English Language MA (Hons)," I've enjoyed my experience so far, I have met lots of nice people, made new friends and really enjoy my course Blackfriars street Always lots going on and things to do"
rat4,non_app,rat4,rat4,rat3,,rat4,rat3,rat4,rat4,Callum,07 Dec 18,History and Politics MA (Hons)," The cafes are nice Halls are good, food at SMCC not very good Beautiful city Decent, huge variety of options"
rat4,rat2,rat3,rat4,rat4,,rat4,,rat4,rat4,Laura,07 Dec 18,Geography BSc (Hons)," I have really enjoyed the social aspect of uni, and some of my courses have been very good Careers fair, but less one-to-one support I enjoy studying in uni due to plenty of up-to-date facilities and others e.g. sport are very good I believe academic support is readily available, and although I have never received personal support I know where to go Very good facilities Does not feel too busy, but there is still loads to do Plenty on offer"
rat4,rat2,rat4,rat5,rat4,,rat4,,rat4,rat5,Cas,07 Dec 18,," It's nice, love being independent It hardly helps you with it 14 Nice and modern They really help you Represents the students really well When you're part of a society, it's amazing For all kinds of students"
rat4,rat4,rat4,rat4,rat4,,rat4,rat4,rat5,rat4,Rebecca,07 Dec 18,," Very exciting, the uni is really good with new students Career service is very active in providing all the information Busy sometimes but nice spaces Haven't needed this yet, but feel like it's very good Good :) Really nice, a little far away Great city, lots of culture! Fun"
rat4,rat4,rat5,rat5,rat5,,rat3,,rat5,rat5,Brownyn,07 Dec 18,, Courses interesting - hard work too Careers department A lot of access Disability service very good for support Fun Fun
rat4,rat5,rat2,rat5,rat5,,rat4,,rat5,rat5,Hope,07 Dec 18,," It's been good, however stressful. Sometimes courses seem pointless. Been on placements and teachers in Scotland are guaranteed 1 year employment Lots to do and nice atmopshere"
rat4,rat3,rat4,rat5,rat5,,rat3,,rat5,rat4,Lucy,07 Dec 18,," First year was a bit underwhelming but 2nd year is better They send lots of emails Great Very good. HCA student support are very quick @ replying to queries Seems good, haven't had much to do with it Good. I'm not really a member of many but there is a massive variety"
rat4,rat5,rat3,rat5,rat4,,rat5,,rat5,rat5,Emma,07 Dec 18,," Like the uni lifestyle here/campus. However some courses are pointless. Placements and teachers are guaranteed employment Good student support overall. Some tutors aren't helpful Lots to do, nice atmosphere, good nightlife Lots of sports clubs and good facilities for them"
rat4,rat4,rat4,rat5,rat4,,rat4,rat5,rat5,non_app,Natalie,07 Dec 18,," Careers centre is good Compared to US, amazing Lots of options Good facilities, good location, great programming Love it in Edinburgh"
