name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Fantao,16 Jan 19,Accounting and Finance BSc (Hons),rat2,{'Tell us about your overall university experience so far.': 'Everything is great for that it is a big far from my house'},rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'They managed to offer skills and knowledge related to our course'}",rat1,,rat1,"{""How good are your university's facilities?"": 'Very convenient and easy to access'}",rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""I'm well connected with my personal tutor and course teachers""}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'So far so good'}",rat1,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Ensuite'}",rat1,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Various activities, sports, music and food etc'}",rat1,{'How would you rate the variety of societies/sports?': 'Quite a lot of opportunities'}
Charlotte,16 Jan 19,"Economics, Politics and International Studies BA (Hons)",rat4,"{'Tell us about your overall university experience so far.': ""It's been a lot to deal with but pretty fun""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good carers dept and plenty of opportunites'}",rat4,,rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good support and feedback'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good representation but not always willing to discuss'}",rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Things broke a lot, like the water, its constantly an issue'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Cov is good but the nearest city could be better'},rat4,{'How would you rate the variety of societies/sports?': 'Lots of options but joining fees are pretty expensive'}
Karoline,16 Jan 19,Psychology BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': ""As I'm an erasmus student, I can only speak of the last two months an I really this time""}",rat4,,rat3,,rat5,"{""How good are your university's facilities?"": ""They're amazing""}",rat4,,,,rat4,,rat3,,rat3,,rat4,
Nolwenn,16 Jan 19,Biological Sciences BSc (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Really great, good lectures and interesting modules very involved teachers'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of events'}",rat4,,rat5,"{""How good are your university's facilities?"": '5 levels of good'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Quick answer to emails available staff'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ':)'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Like a flat/little house share with 8 people'}",rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Coventry'},rat5,{'How would you rate the variety of societies/sports?': '5 level of good'}
Matt,16 Jan 19,History BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Bumpy at first but you gradually get the hang of it'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers advisers for departments but can be hard to reach'}",rat2,,rat4,"{""How good are your university's facilities?"": 'Really good- above average for sure'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'If you need help there are several routes you can get help from'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not fully representative'}",,,non_app,,rat5,{'How would you rate the variety of societies/sports?': 'Really inclusive and accessable- best part of uni life'}
Isabel,16 Jan 19,History BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Solid experience with both studies and university life more generally'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of career talks'}",rat4,,rat5,,rat4,,,,rat5,,,,rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""IT's pretty good""}",rat5,"{'How would you rate the variety of societies/sports?': 'Very good, wide variety'}"
Arthur,16 Jan 19,Physics BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'Met loads of new friends and had a good time'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Specific meetings just about careers and opportunities to get experience'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Variety of clubs to study and the facilities'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots of support available whenever needed'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Very helpful and values joining clubs and societies easy'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Nights at are great and plenty of places to go and shop or hang out'},rat5,{'How would you rate the variety of societies/sports?': 'Wide variety to join'}
Amaani,16 Jan 19,Sociology BA (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers fairs, advertising opportunities'}",rat4,,rat3,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Offered but difficult to arrange'}",,,rat4,,,,rat2,,rat3,{'How would you rate the variety of societies/sports?': 'Never joined'}
Nikisha,16 Jan 19,Sociology BA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat3,,rat3,,,,rat3,,,,rat3,,rat1,"{'How would you rate the variety of societies/sports?': ""Don't attend any""}"
Wenjum,16 Jan 19,,rat3,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat4,,rat4,,,,rat3,,,,rat3,,rat3,
Zara,16 Jan 19,,rat2,{'Tell us about your overall university experience so far.': 'Have struggled mentally'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers fairs are good'}",rat4,,rat1,"{""How good are your university's facilities?"": 'Bad. Gym is small. Not many nice work spaces. Nowhere to relax'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Systems are in place if you look for them. But not readily available'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""There are many problems, the SU should solves but they don't""}",,,rat2,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""I don't feel like I'm in a city""}",rat4,{'How would you rate the variety of societies/sports?': 'Good'}
Alex,16 Jan 19,English Literature and Creative Writing BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'A lot of work but best 3 years so far'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Needs more for creative subjects'}",rat3,,rat4,"{""How good are your university's facilities?"": 'Pretty good. More work space needed'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Can't give proper judgement as haven't engaged with it as of yet. Friends have said its solid.""}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Pretty good'}",,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Boring but cute- but still boring'},rat3,"{'How would you rate the variety of societies/sports?': ""Don't really dig them""}"
Pauline,16 Jan 19,Politics and International Studies BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'It has been a fulfilling experience despite the challenges'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good career advice services and networking'}",rat4,,rat5,"{""How good are your university's facilities?"": 'They are all modern and nice'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'University has good support and personal tutors and resident tutors are always available'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good services but many problems'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good value for money. Construction site can be annoying.'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Campus makes it difficult to go to the city much'},rat3,{'How would you rate the variety of societies/sports?': 'Very diverse but student union fees are too high'}
Malik,16 Jan 19,,rat5,{'Tell us about your overall university experience so far.': 'A great experience of practice and theory. Advanced academic standard'},rat5,,rat5,,rat5,,rat5,,,,rat3,,,,rat2,,rat3,
Yadd,16 Jan 19,Electronic Engineering BEng (Hons),rat3,"{'Tell us about your overall university experience so far.': 'Not too bad, first year too easy, third year too difficult.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Amazing.'}",rat3,,rat2,"{""How good are your university's facilities?"": 'Focussed to earn money, not for student satisfaction.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Alright, more focussed for finance than other courses.'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not that great.'}",,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Eh.'},rat5,"{'How would you rate the variety of societies/sports?': 'Amazing, diverse.'}"
K,16 Jan 19,Chemistry BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Tries to incorporate transferable skills\nCareer advisor is pretty busy'}",rat5,,rat4,"{""How good are your university's facilities?"": 'Make better use of piazza big screen\nTransport poor'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Personal tutor is useful when timetable appointment \nWouldn't know where to go for counselling""}",,,rat4,,,,rat1,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Feels quite isolated- especially 1st yr'},rat4,
Connor,16 Jan 19,Mathematics BSc (Hons),rat5,{'Tell us about your overall university experience so far.': 'Great.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Regular emails and events.'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Buses and wok space volume could be improved.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Always someone to email.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Expensive but good.'}",,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not really existent.'},rat5,{'How would you rate the variety of societies/sports?': 'Something for everyone.'}
Lucy,16 Jan 19,Politics and International Studies BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Great socially and most modules are enjoyable'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Encourage internships and skills for CV (computer science department)'}",rat3,,rat3,"{""How good are your university's facilities?"": 'New department area is good better when new sports center finished'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors fairly helpful and wellbeing services there when needed'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Student representation is ok but SU isn't very big""}",,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Surrounding cities not the nicest (Coventry)'},rat4,{'How would you rate the variety of societies/sports?': 'Lots of events both social and sporting activities'}
Judith,16 Jan 19,,rat3,{'Tell us about your overall university experience so far.': '2 seminars/week. Little engagement activities.'},rat5,,rat5,,rat5,,rat5,,,,rat4,,,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Boring...'},rat3,
Anonymous,16 Jan 19,,rat4,{'Tell us about your overall university experience so far.': 'Not enough Chinese food in restaurant.'},rat4,,rat3,,rat4,,rat5,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Cannot see through my window.'}",rat3,,rat4,
Darcy,16 Jan 19,Mathematics BSc (Hons),rat5,{'Tell us about your overall university experience so far.': 'No problems'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of jobs fairs and careers advisers'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Great, super IT and library'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Mental health is great'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Facilities are good, lots of SU food outlets'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lovely town (Lemington Spa)'},rat5,"{'How would you rate the variety of societies/sports?': 'Great made lots of friends easy to join, lots of social'}"
Oliver,16 Jan 19,Chemistry BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'Undergraduate hours were not very well timetabled. Postgraduate fine.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Transferable skills modules.'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Tends to have everything you need but campus is expensive.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors generally responsive. Welfare happy to help at all times.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never really paid attention.'}",,,rat1,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Campus near Coventry!'},rat5,{'How would you rate the variety of societies/sports?': 'Loads of clubs/ societies so plenty of choice.'}
Clara,16 Jan 19,History and Sociology BA (Hons),rat4,"{'Tell us about your overall university experience so far.': ""It's been great :)""}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Helpful careers advice, job fairs etc'}",rat5,,rat5,,rat4,,,,rat4,,,,rat4,,rat5,"{'How would you rate the variety of societies/sports?': ""Super friendly and there's loads to choose from""}"
Keeleigh,16 Jan 19,Biological Sciences BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Interesting course, mostly good lectures, not great organisation from uni i.e. timetables/exams- lots of opportunities outside degree'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of emails about gradjob opportunities- support from careers'}",rat4,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Ok but could be more proactive'}",,,rat5,,,,rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not a lot of variety, but some good student nights- lots of pubs/bars'}",rat5,"{'How would you rate the variety of societies/sports?': 'Great, really wide range offered'}"
Andreas,16 Jan 19,Physics BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Challenging, rewarding, diverse and very sociable. I have loved my time here'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Constant careers fairs, society events etc. Each department could do more consistent work'}",rat5,,rat5,"{""How good are your university's facilities?"": 'No complaints. Though term 3 can be taught on study spaces'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Indifferent; don't use it much nor need it. Personal tutor would favourably not be much help if I did need it though""}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'They do good work but can be a bit slow and inefficient at times'}",,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lemington has everything you need: clubs, bars, pubs, restaurant, shopping centre, railway station'}",rat5,{'How would you rate the variety of societies/sports?': '270 societies and 65+ sports clubs; there is something for everyone'}
Leo,11 Dec 18,Management BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'Pretty cool tbh'},rat2,,rat4,,rat4,,rat5,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not sure'}",,,rat3,,rat3,
Tristan,11 Dec 18,"Mathematics, Operational Research, Statistics, Economics (MORSE) BSc (Hons)",rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat4,"{""How good are your university's facilities?"": 'Study space always full'}",rat4,,,,rat4,,,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Small city'},rat5,{'How would you rate the variety of societies/sports?': 'Many different clubs and societies'}
Xinyi,11 Dec 18,Accounting and Finance BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat3,,rat5,,,,rat3,,,,rat2,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Inconvenient, too far away, little things'}",rat2,"{'How would you rate the variety of societies/sports?': ""Haven't attended...""}"
Siana,11 Dec 18,Chemistry BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'Its been stressful to adapt but the university has offered so much helpful support'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers department are always arranging events and my course has modules for developing employability skills'}",rat5,{'How many contact hours per week do you have?': '16'},rat5,"{""How good are your university's facilities?"": ""Really good facilities. I have everything I need on campus, they're all easy to find""}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling in difficult to arrange academic tutors always available'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Facilities are good. Good range with us students in mind'}",,,rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""I've lived in Coventry my whole life and the city has become a lot more student friendly in recent years""}",rat4,"{'How would you rate the variety of societies/sports?': ""Lots available. I don't get very involved, just because I'm quite busy""}"
Elliot,11 Dec 18,Philosophy BA (Hons),rat3,{'Tell us about your overall university experience so far.': 'Its alright'},rat3,,rat4,,rat3,,rat4,,,,rat3,,,,rat3,,rat3,
Aicha,11 Dec 18,French and History BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Perfect'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'They send emails, host career fairs, constant opportunities'}",rat5,{'How many contact hours per week do you have?': '11'},rat4,"{""How good are your university's facilities?"": 'Extremely modern and top quality'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots of well-being support and general contact'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Effective in providing what students want'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Lakeside'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Quiet but an amazing community'},rat5,{'How would you rate the variety of societies/sports?': 'Extremely open and good value for money'}
Thomas,11 Dec 18,Engineering BEng (Hons),rat4,{'Tell us about your overall university experience so far.': 'Pretty good. Mostly independent work'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Many careers fairs'}",rat4,,rat3,,rat4,,,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Lots of fees, little help'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good facilities and staff. Lakeside'}",rat1,,rat4,
Sorcha,11 Dec 18,International Business with Spanish BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'I really enjoy uni especially since second year'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Many careers fairs but maybe too tackled to few fields/ jobs'}",rat3,,rat3,,rat3,,,,rat3,,,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not really there'},rat3,{'How would you rate the variety of societies/sports?': 'There are a lot which is very great but not always inclusive'}
Samuel,11 Dec 18,Management BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'Most module contents are good but there are some modules that are not as good as others. Most lecturers are great and most lectures are intellectually stimulating'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'There are many careers fairs and there is a great career service by WBS'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Some facilities are worn out but renovations are constantly happening'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Personal tutor is great at support and providing advice, course directions and UG office are also very helpful'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Not much presence and I'm unaware of things they are doin g""}",,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'There is no much to do in the city but it is relatively close to London'},rat5,{'How would you rate the variety of societies/sports?': 'Sports clubs are very warm and welcoming. There are rock up and play sessions that make sports very inclusive'}
Joseph,11 Dec 18,Engineering BEng (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,,rat5,,rat5,,rat5,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Love pop, especially with surf :)'}",,,rat4,,rat5,{'How would you rate the variety of societies/sports?': 'Surf is the best!'}
Jamaal,11 Dec 18,Physics BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Fun, but stressful'}",rat5,,rat4,,rat5,,rat4,,,,rat3,,rat4,,rat2,,rat5,
Emilia,11 Dec 18,,rat5,"{'Tell us about your overall university experience so far.': 'Lots of facilities, nice campus'}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Don't know""}",rat5,,rat5,"{""How good are your university's facilities?"": 'The best'}",rat4,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""They don't do breathalysing (p.s. thanks)""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""I'm highly satisfied with my hall, just not with my flatmates because of the mess in the kitchen""}",rat4,,rat5,{'How would you rate the variety of societies/sports?': 'I joined sailing uni team and three finance- related societies'}
Amelie,11 Dec 18,International Business with Spanish BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'WBS Career support is amazing'}",rat3,,rat3,"{""How good are your university's facilities?"": 'They are good but more spaces to study are needed'}",rat4,,,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Student website desperately needs updating'}",,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not very present but better than campus'},rat3,{'How would you rate the variety of societies/sports?': 'Good but sometimes not very open to new people'}
Lucy,11 Dec 18,History BA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Course is engaging. I feel I had learned a lot academically but, also have grown socially in terms of confidence and other skills'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'History department is great and very encouraging. I feel positive'}",rat5,{'How many contact hours per week do you have?': '10'},rat5,"{""How good are your university's facilities?"": 'Always somewhere nice to study, eat and relax'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Haven't had to use but know where to go if I needed it""}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Never had any issues. I'm happy with it""}",,,rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Leamington is pretty, I love the coffee shops but it's quite expensive and night life isn't easy to access""}",rat5,"{'How would you rate the variety of societies/sports?': 'Lots of choice, inclusive and friendly'}"
Anon,11 Dec 18,,rat3,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat4,,rat3,,,,rat4,,,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'LOL'},rat1,
Bitan,11 Dec 18,,rat4,"{'Tell us about your overall university experience so far.': 'Good teacher, good course, good environment, people are nice. Only problem is fee is too high, including tuition fee, sports and societies'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Great emphasis on careers prospect. Dedicated team and resources to help'}",rat5,,rat4,"{""How good are your university's facilities?"": 'The facility is complete, though some are a bit worn out'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Great emphasis on student support by the uni'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Low representation, not even know the exec properly'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'The accommodation is good. They group students successfully and the place looks good, with good support. A bit expensive though.'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Close to London, very convenient to go to. Expensive to go to town though'}",rat1,{'How would you rate the variety of societies/sports?': 'The fee to join societies is high. Not much chance to experience it'}
Anonymous,11 Dec 18,History BA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,{'How many contact hours per week do you have?': '10'},rat4,,rat4,,,,rat4,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Sherbourne'}",rat4,,rat5,
Anna,11 Dec 18,Management BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat2,"{""How good are your university's facilities?"": 'Parking is awful. Library ad most buildings are horrendous and too many queues'}",rat3,,,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'What is that?'}",,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'What city?'},rat3,{'How would you rate the variety of societies/sports?': 'GSS is the best'}
Clara,11 Dec 18,International Management (including year abroad) BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Good but cold buildings, overpriced student accommodation and bad food'}",rat5,,rat3,,rat1,,rat4,,,,rat3,,,,rat3,,rat5,
Lea,11 Dec 18,Psychology BSc (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat5,,rat5,,,,rat5,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Blueball - a lot of annoying construction work'}",rat4,,rat5,
Amelie,11 Dec 18,Law with German Law LLB (Hons),rat5,{'Tell us about your overall university experience so far.': 'I have met some great people and find my course really interesting'},rat4,,rat4,,rat5,,rat4,,,,rat5,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'I like in my last choice of halls in a flat with 16 other people and it can get very messy'}",rat3,,rat5,
Janet,11 Dec 18,,rat3,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat2,,rat4,,,,rat5,,,,rat1,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Awful'},rat4,
Luke,11 Dec 18,Computer Science with Business Studies BSc (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat4,,rat5,,,,rat5,,,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Small, nice'}",rat4,
Connor,11 Dec 18,Physics BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat4,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Haven't really taken full use so can't comment really""}",,,rat4,,rat5,,rat1,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""We're near the country""}",rat4,
Natalie,11 Dec 18,Accounting and Finance BSc (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Has everything'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good here for only 5 weeks'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Nice'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Friendly fun'}",rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Very difficult to have'},rat4,{'How would you rate the variety of societies/sports?': 'variety good'}
Francessca,11 Dec 18,,rat5,{'Tell us about your overall university experience so far.': 'Love it'},rat5,,rat3,,rat5,,rat5,,,,rat4,,rat3,,rat5,,rat5,
Anonymous,11 Dec 18,,rat3,{'Tell us about your overall university experience so far.': None},rat2,,rat3,,rat4,,rat4,,,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Rubbish'}",,,rat2,,rat3,
Ran,11 Dec 18,,rat4,{'Tell us about your overall university experience so far.': 'Schoolmates and teachers are nice. Careers service are helpful'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers and workshops'}",rat3,,rat4,,rat3,,,,non_app,,,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not in city centre'},rat4,{'How would you rate the variety of societies/sports?': 'Winter Ball is great. Good opportunities to make new friends and relax'}
Kaitlin,11 Dec 18,Law and Business Studies BA (Hons),rat2,{'Tell us about your overall university experience so far.': None},rat3,,rat2,,rat3,,rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Long wait times'}",,,rat3,,,,rat1,,rat3,
