name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Anon,06 Jan 20,,rat4,{'Tell us about your overall university experience so far.': 'High pressure but nice place to live'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Facility events'}",rat5,,rat3,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academic superior to counselling'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't know enough""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Never felt unsafe in my building but know others home at other locations'}",rat4,,rat4,
Anon,06 Jan 20,Chemistry MChem (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,,rat4,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never use'}",rat4,,rat5,,rat5,
Giacomo,06 Jan 20,Chemical Biology MSc by Research,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat4,"{""How good are your university's facilities?"": 'gym is pretty bad...'}",rat3,,,,non_app,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Expensive'}",rat4,,rat4,
Jefferson,06 Jan 20,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,"{""How good are your university's facilities?"": 'Gym is bad!!'}",rat4,,,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""N/A I don't use the union""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Expensive'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Yes'},rat4,"{'How would you rate the variety of societies/sports?': ""Haven't tried many, lacrosse club is great!""}"
Anon,06 Jan 20,,rat3,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat4,,rat2,,,,rat2,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Faculty guide far from accommodation'}",rat3,,rat4,
Anon,06 Jan 20,Experimental Psychology BA (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat5,,rat4,,,,rat4,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very well situated'}",rat3,,rat5,
Anon,06 Jan 20,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat5,,rat3,,rat4,,,,rat4,,,,rat4,,rat5,{'How would you rate the variety of societies/sports?': 'Excellent'}
Ryan,06 Jan 20,Biology MBiol (Hons),rat4,{'Tell us about your overall university experience so far.': 'Excellent tutorials'},rat4,,rat5,,rat3,,rat4,,,,rat3,,rat2,,rat2,,rat4,
Matthew,06 Jan 20,Mathematics and Statistics MMathStat,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat5,,,,rat3,,rat4,,rat5,,rat4,"{'How would you rate the variety of societies/sports?': ""Good but I don't get involved.""}"
Boston,06 Jan 20,Law BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Daunting moving away from home but the people are great'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Loads of networking events etc.'}",rat5,{'How many contact hours per week do you have?': '11.5'},rat5,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""It's there you have to find it which is pretty easy.""}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Too expensive to join thus discriminatory'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Super cheap everything I need + food is available '}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Literally 5minutes from tesco etc.'},rat5,{'How would you rate the variety of societies/sports?': 'There is everything e.g. Ice-skating'}
Anna-Tina,06 Jan 20,Geography BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Hard work but rewarding. Very supportive community within my college'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Yes lots'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Good'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Very good so far'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Good but doesn't seem to have much power to change things""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Safe condition & location good cost expensive'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Yes'},rat4,{'How would you rate the variety of societies/sports?': 'Great'}
Emily,06 Jan 20,English Language and Literature BA (Hons),rat5,"{'Tell us about your overall university experience so far.': ""I've really enjoyed living here and learning.""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""There are resources you can access but I haven't used them yet.""}",rat5,,rat5,"{""How good are your university's facilities?"": 'Incredible libraries and resources'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'There are lots of opportunities to talk to people.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'There are many representatives available to talk to'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Close to college, library and hall'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Near many libraries and shops'},rat4,"{'How would you rate the variety of societies/sports?': 'Fun, professional and new'}"
Natasha,06 Jan 20,English Language and Literature BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'both challenging and enjoyable'},rat2,,rat5,,rat4,"{""How good are your university's facilities?"": 'Great libraries & access to academic tools'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academic great. Counselling hard to access'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'not very diverse'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Safe but very difficult being required to more at all buildings every var'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Very central, most supermarkets very expensive, cheaper ones further away (outskirts)'}",rat3,"{'How would you rate the variety of societies/sports?': 'Good but not vast range, and most quite expensive to do.'}"
Anon,06 Jan 20,English Language and Literature BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Difficult but ultimately really beneficial!'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""But I know I won't take full advantage of the opportunities available.""}",rat3,,rat4,"{""How good are your university's facilities?"": 'Librarians are very good'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors + counselling service both good'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I don't hear much from the SU because most things happen within the college system.""}",rat4,,rat4,,rat4,
James,06 Jan 20,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Expensive no holiday residence'}",rat5,,rat5,
Katie,06 Jan 20,History BA (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat3,,rat3,,rat5,,,,rat3,,rat4,,rat5,,rat5,
Anon,06 Jan 20,Geography BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'There are things which are good but there are things which are bad. not for everyone'},rat5,,rat4,,rat5,,rat3,,,,rat1,,rat4,,rat5,,rat5,
Isabel,06 Jan 20,Law BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Very good'},rat5,,rat4,,rat3,,rat4,,,,rat2,,rat4,,rat5,,rat5,
Kelli,06 Jan 20,Classics and English BA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Although the work load can be stressful, I feel I have learned a lot and grown a lot through this experience.'}",rat5,,rat5,,rat4,,rat4,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'There were some issues at gist with facilities but they were aptly taken care of'}",rat4,,rat5,
Josh,06 Jan 20,Materials Science MEng (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat5,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academic = good\nMental health = awful'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Pretty bad. No one knows about it'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Great'}",rat5,,rat5,
Abbie,05 Dec 19,Zoology DPhil,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat3,,rat5,,rat5,,,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not sure I know of all facilities'}",rat5,,rat3,,rat4,
Robert,05 Dec 19,Energy Systems MSc,rat4,"{'Tell us about your overall university experience so far.': 'Generally positive, sometimes a bit stressful (can be hard to acclimatise to the Oxford environment)>'}",rat5,,rat4,,rat3,,rat3,,,,rat4,,rat5,,rat5,,rat5,
Jade,05 Dec 19,Mathematics MMath,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat5,,rat5,,rat4,,,,rat3,,rat4,,rat4,,rat5,
Shyam,05 Dec 19,History DPhil,rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good, however the tutoring system hampers doctoral training opportunities in teaching'}",rat3,,rat4,"{""How good are your university's facilities?"": 'Good range of facilities, however emphasis on style over productivity in design of library facilities'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Very variable - depends on college, tutor, dept...'}",,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good location, expensive housing'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Uni spread all around town'},rat5,{'How would you rate the variety of societies/sports?': 'Excellent'}
Hakan,05 Dec 19,Medicine BMBCh,rat5,{'Tell us about your overall university experience so far.': 'Really good'},rat5,,rat3,{'How many contact hours per week do you have?': '20'},rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Amazing welfare and support'}",,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Slightly expensive but very good facilities'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Brilliant as close to city centre'},rat5,
Holly,05 Dec 19,Geography BA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,rat4,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Expensive but it is city centre have to move out at end of each term'}",rat5,,rat4,{'How would you rate the variety of societies/sports?': 'Not much funding'}
Caed,05 Dec 19,Engineering MEng (Hons),rat1,{'Tell us about your overall university experience so far.': 'Very stressful but interesting'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of fairs'}",rat1,,rat4,"{""How good are your university's facilities?"": 'Good'}",rat1,,,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Bad'}",rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Does me job'}",rat3,,rat4,{'How would you rate the variety of societies/sports?': 'Lots of stuff'}
Tabitha,05 Dec 19,Arabic and Islamic Studies BA (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers service + microinternships'}",rat2,{'How many contact hours per week do you have?': '10'},rat3,"{""How good are your university's facilities?"": 'Plenty of libraries'}",rat3,,,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never been to an SU event'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'University manged all 4 years'}",rat5,,rat4,
Benjamin,05 Dec 19,Engineering Science MSc by Research,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat5,,,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Wasted money on radio station for no reason'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Would like free laundry but it is € 3.60'}",rat5,,rat5,{'How would you rate the variety of societies/sports?': 'They are good but never get time to go to enough'}
Sarah,05 Dec 19,Theology and Religion BA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Career services is quite helpful'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Excellent but could do with cheaper laundry'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Not supportive for mental health'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not great'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Big third year room and clean shared bathrooms'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Central and lively'},rat4,{'How would you rate the variety of societies/sports?': 'Loads of societies but not enough time to try them'}
Joel,05 Dec 19,Geography BA (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Loads of careers fairs + Oxford-only internships'}",rat5,{'How many contact hours per week do you have?': '10'},rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academic is excellent - no counsellor provided in college'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'No bar/social space'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very reasonably prised + close to the college'}",rat5,,rat5,
Caitlin,05 Dec 19,"Philosophy, Politics and Economics BA (Hons)",rat5,{'Tell us about your overall university experience so far.': 'Been amazing'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Really good careers service'}",rat5,{'How many contact hours per week do you have?': '12'},rat5,,rat4,,,,rat3,,rat4,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Good location'},rat5,{'How would you rate the variety of societies/sports?': 'There are a huge range of societies/sports at competitive and fun levels'}
Jacob,05 Dec 19,Mathematics MMath,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat3,,rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Free counselling, excellent support'}",,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'well lit, well located, fairly priced'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Yes'},rat5,{'How would you rate the variety of societies/sports?': 'Very varied'}
Alex,05 Dec 19,"Philosophy, Politics and Economics BA (Hons)",rat5,{'Tell us about your overall university experience so far.': 'Sound'},rat5,,rat4,,rat3,,rat4,,,,rat3,,rat4,,rat5,,rat5,
Carmen,05 Dec 19,Inorganic Chemistry DPhil,rat5,{'Tell us about your overall university experience so far.': 'Great so far!'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Job fairs'}",rat5,,rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Very supportive'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""It's good""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Yes - 10 min walk'},rat5,
Georgina,22 Jan 19,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat3,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Acamdeic support is good, personal is lacking.'}",,,rat5,,rat1,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Problem with mould, college slow to fix damage.'}",rat4,,rat5,
Hal,22 Jan 19,,rat5,{'Tell us about your overall university experience so far.': 'Lots to do- challenging'},rat4,,rat4,,rat3,"{""How good are your university's facilities?"": 'money is spent on research instead of facilities.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Alot of self- learning but they are there if needed.'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I.D.K'}",rat3,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Very good, not too big but enough to do.'}",rat5,
Anonymous,22 Jan 19,,rat5,"{'Tell us about your overall university experience so far.': 'It has been fantastic. I have loved being able to learn a subject I really enjoy in a gorgeous city, taught by experts in my field - and making friends along the way!'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Frequent careers fairs, which I have found very useful.'}",rat5,,rat5,"{""How good are your university's facilities?"": 'The maths institute is really really gorgeous and modern.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Fantastic, I myself have taken advantage of the free counselling offered.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I don't know anything about it!""}",,,rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""I don't really go out much any more though!""}",rat4,"{'How would you rate the variety of societies/sports?': ""Very extensive. There's something for everybody!""}"
Disha,22 Jan 19,,rat4,{'Tell us about your overall university experience so far.': 'The course is great but the practicalities of living can be difficult.'},rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""We get weekly emails but that's it.""}",rat4,,rat4,"{""How good are your university's facilities?"": 'Great library, food and student kitchen not so much.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academically is really good due to the tutorials but personal not so much.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Average, not as active as other uni's I know of.""}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Amazing room, practically no kitchen though'}",non_app,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Quite busy so haven't explored it as much.""}",rat3,{'How would you rate the variety of societies/sports?': 'Alright but not all are easily accessible.'}
Abbie,22 Jan 19,,rat5,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of events and support from careers department and college.'}",rat4,,rat5,"{""How good are your university's facilities?"": 'Excellent libraries /gyms and cafes all very cheap.'}",rat4,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Doesn't have an active role in stundent life.""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good for the price.'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lively and cultured, busy nightlife.'}",rat5,
Lily,22 Jan 19,,rat4,{'Tell us about your overall university experience so far.': 'Very positive in 1st and 2nd year. Support and teaching quality dropped slightly in later years.'},rat4,,rat4,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Have never needed personal support so can't comment.""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't get involved so don't know.""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Lived in 3 different halls, all with excellent facilities.'}",rat5,,rat5,"{'How would you rate the variety of societies/sports?': ""Certain societies better than others but there's so many, you can't miss out.""}"
Luke,22 Jan 19,,rat5,"{'Tell us about your overall university experience so far.': ""Really fun! Was worried I wouldn't fit in but there are so many great people there.""}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of useful career events'}",rat5,,rat4,"{""How good are your university's facilities?"": 'Maths dept is good, sports facilities are also very good.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Maths academic support usually good. Personal support is good but the uni could do more. e.g longer terms to reduce stress.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""SU doesn't have much presence normally-often more focus on individual college JCR""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Nice but quite expensive-sometimes my student loans don't cover accommodation costs.""}",rat4,,rat5,{'How would you rate the variety of societies/sports?': 'So varied- there really is something for everyone.'}
Anonymous,22 Jan 19,,rat4,{'Tell us about your overall university experience so far.': 'Great attention to students.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'University is very well recognised in most companies.'}",rat4,,rat3,,rat4,,,,rat3,,,,rat4,,rat3,
Lamisah,22 Jan 19,,rat4,"{'Tell us about your overall university experience so far.': 'Course is brilliant but lots of work! Interesting though. Life outside work is great, very welcoming.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of career opportunities.'}",rat4,,rat5,"{""How good are your university's facilities?"": 'Great libraries and sports facilities.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good, but could do with more of it.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Bit intimidating.'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Really nice - big rooms, cleaners, sometimes kitchens.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'SO PRETTY.'},rat5,"{'How would you rate the variety of societies/sports?': 'Lots to do, easy to join.'}"
Alex,22 Jan 19,Engineering Science DPhil,rat5,"{'Tell us about your overall university experience so far.': 'Lots of work, but uni experience is awesome.'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers things on offer.'}",rat5,,rat4,"{""How good are your university's facilities?"": 'Academic, college facilities usually good.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Very good personal tutor support and well funded welfare systems.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not much of a thing here. JCR committee too big though.'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'New college'}",rat5,,rat5,{'How would you rate the variety of societies/sports?': 'Loads cheap to join.'}
Elliot,22 Jan 19,Environmental Research NERC DTP,rat3,"{'Tell us about your overall university experience so far.': 'The course has been enjoyable, but not always well structured.'}",rat5,,rat4,,rat5,"{""How good are your university's facilities?"": 'Lots of excellent facilities from sport to research equipment.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling service is good. Tutors largely quite good.'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'We have no idea what they do.'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good quality, clean, double bed.'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Safe, things to do.'}",non_app,"{'How would you rate the variety of societies/sports?': ""I'm not part of any.""}"
Ben,22 Jan 19,,rat4,"{'Tell us about your overall university experience so far.': 'Very rigorous and academically stretching, lots of fun.'}",rat4,,rat4,,rat5,"{""How good are your university's facilities?"": 'excellent'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Strong financial welfare'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Somewhat unrepresentative and cringey.'}",,,rat5,,rat4,"{'How would you rate the variety of societies/sports?': 'Lots available, difficult to find time for them.'}"
Lauren,22 Jan 19,Environmental Research NERC DTP,rat3,"{'Tell us about your overall university experience so far.': 'The course has been relatively enjoyable in terms of content, but overall organisation and communication failures significantly decrease enjoyment.'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Strong focus on skills development.'}",rat3,,rat4,"{""How good are your university's facilities?"": 'Mostly very good, gym is lacking.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Services are available but have limited capacity for student numbers.'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't really hear about it or feel involved.""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'GTC college house is very nice, some furniture broken.'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Safe, lots to do.'}",rat4,{'How would you rate the variety of societies/sports?': 'Active and welcoming.'}
Anonymous,22 Jan 19,,rat5,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'networking'}",rat4,,rat5,,rat4,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Access to computing services, papers and books etc.'}",,,rat3,,rat5,{'How would you rate the variety of societies/sports?': 'Wide range of clubs'}
Rebecca,22 Jan 19,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat5,,rat5,"{""How good are your university's facilities?"": 'Maths department nice, modern.'}",rat4,,,,rat1,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Can live in uni accom. all way through degree.'}",rat4,,rat3,
Nicole,22 Jan 19,,rat4,{'Tell us about your overall university experience so far.': 'Harder work than I expected- fewer societies as everyone busy working'},rat4,,rat4,,rat5,,rat5,,,,rat3,,rat4,,rat4,,rat4,
William,22 Jan 19,Social Data Science MSc,rat4,"{'Tell us about your overall university experience so far.': 'Great people, lots of fun, learning alot, severely overcrowded.'}",rat4,,rat4,,rat4,"{""How good are your university's facilities?"": 'Everything I need, some classrooms are poorly designed. Admin is horrible.'}",rat3,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not really checked.'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""It's affordable and the community is good.""}",rat4,,rat3,{'How would you rate the variety of societies/sports?': 'Not really into these.'}
Nicholas,21 Jan 19,,rat5,{'Tell us about your overall university experience so far.': 'Intellectually very enjoyable with many interesting people and lots of other things to get involved with.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Very active careers department with a regular bulletin.'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Excellent - both academically and for sports, drama, music etc.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots of close contact with academics as well as personal support.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Seems ineffective.'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""St Catherine's College - nice rooms with lots of natural light and quite sociable.""}",rat5,,rat5,
Alex,21 Jan 19,,rat4,"{'Tell us about your overall university experience so far.': 'Very good, depth of education, although the teaching style seems a bit illogical at times.'}",rat5,,rat4,,rat5,"{""How good are your university's facilities?"": 'Could have some uni libraries open later.'}",rat4,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very nice, very clean, perfect.'}",rat4,,rat5,
Daniel,21 Jan 19,,rat4,"{'Tell us about your overall university experience so far.': 'Tough, but meaningful.'}",non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Not sure.'}",rat3,,rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Adequate.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not participating in it.'}",rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'An elevator would be much appreciated in the dorms.'}",rat2,,rat4,
Jung,21 Jan 19,,rat5,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat5,,rat4,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Beautiful and spaceful, but lack of convenience (e.g. toilet, basin etc).'}",rat5,,rat4,
Miles,21 Jan 19,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat3,"{""How good are your university's facilities?"": 'Libraries are phenomenal. Sports facilities not so good.'}",rat4,,,,rat2,,,,non_app,,rat5,
